#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2024 08 10 04 20 317  9.6 999 99.0 9999
2024 08 10 04 30 314  9.9 999 99.0 9999
2024 08 10 04 40 314  9.9 999 99.0 9999
2024 08 10 04 50 312 11.0 999 99.0 9999
2024 08 10 05 00 314 11.2 315 12.6 0455
2024 08 10 05 10 316 10.9 999 99.0 9999
2024 08 10 05 20 313 11.9 999 99.0 9999
2024 08 10 05 30 315 11.7 999 99.0 9999
2024 08 10 05 40 314 11.9 999 99.0 9999
2024 08 10 05 50 312 11.0 999 99.0 9999
2024 08 10 06 00 309  9.6 312 14.2 0512
2024 08 10 06 10 309  9.3 999 99.0 9999
2024 08 10 06 20 313  9.7 999 99.0 9999
2024 08 10 06 30 314 10.0 999 99.0 9999
2024 08 10 06 40 310 11.5 999 99.0 9999
2024 08 10 06 50 313 12.0 999 99.0 9999
2024 08 10 07 00 312 11.4 312 13.7 0633
2024 08 10 07 10 317 12.6 999 99.0 9999
2024 08 10 07 20 320 13.0 999 99.0 9999
2024 08 10 07 30 320 12.9 999 99.0 9999
2024 08 10 07 40 321 12.6 999 99.0 9999
2024 08 10 07 50 321 12.5 999 99.0 9999
2024 08 10 08 00 321 12.8 316 15.4 0707
2024 08 10 08 10 319 11.8 999 99.0 9999
2024 08 10 08 20 318 10.8 999 99.0 9999
2024 08 10 08 30 316 11.0 999 99.0 9999
2024 08 10 08 40 317 12.1 999 99.0 9999
2024 08 10 08 50 317 11.9 999 99.0 9999
2024 08 10 09 00 312 11.1 319 15.0 0832
2024 08 10 09 10 309 11.2 999 99.0 9999
2024 08 10 09 20 315 10.4 999 99.0 9999
2024 08 10 09 30 317  9.5 999 99.0 9999
2024 08 10 09 40 318 10.5 999 99.0 9999
2024 08 10 09 50 317 11.0 999 99.0 9999
2024 08 10 10 00 314 10.3 317 13.4 0937
2024 08 10 10 10 310 11.3 999 99.0 9999
2024 08 10 10 20 312 10.5 999 99.0 9999
2024 08 10 10 30 313 10.9 999 99.0 9999
2024 08 10 10 40 312 10.7 999 99.0 9999
2024 08 10 10 50 315 10.5 999 99.0 9999
2024 08 10 11 00 315 10.6 312 13.2 1038
2024 08 10 11 10 318 10.7 999 99.0 9999
2024 08 10 11 20 319 10.8 999 99.0 9999
2024 08 10 11 30 321 11.8 999 99.0 9999
2024 08 10 11 40 317 11.5 999 99.0 9999
2024 08 10 11 50 318 11.1 999 99.0 9999
2024 08 10 12 00 320 11.3 317 14.7 1153
2024 08 10 12 10 318 11.7 999 99.0 9999
2024 08 10 12 20 318 11.7 999 99.0 9999
2024 08 10 12 30 321 12.0 999 99.0 9999
2024 08 10 12 40 322 11.1 999 99.0 9999
2024 08 10 12 50 317 11.2 999 99.0 9999
2024 08 10 13 00 317 11.0 318 15.0 1207
2024 08 10 13 10 313 11.0 999 99.0 9999
2024 08 10 13 20 309 11.4 999 99.0 9999
2024 08 10 13 30 314 11.1 999 99.0 9999
2024 08 10 13 40 319 11.6 999 99.0 9999
2024 08 10 13 50 324 11.3 999 99.0 9999
2024 08 10 14 00 325 10.7 313 14.3 1309
2024 08 10 14 10 320 11.4 999 99.0 9999
2024 08 10 14 20 320 11.8 999 99.0 9999
2024 08 10 14 30 326 10.7 999 99.0 9999
2024 08 10 14 40 321 10.6 999 99.0 9999
2024 08 10 14 50 321 12.2 999 99.0 9999
2024 08 10 15 00 326 12.5 324 15.1 1454
2024 08 10 15 10 326 11.7 999 99.0 9999
2024 08 10 15 20 322 10.3 999 99.0 9999
2024 08 10 15 30 321 10.9 999 99.0 9999
2024 08 10 15 40 321 12.5 999 99.0 9999
2024 08 10 15 50 320 11.9 999 99.0 9999
2024 08 10 16 00 324 11.0 321 13.6 1535
2024 08 10 16 10 323 11.8 999 99.0 9999
2024 08 10 16 20 320 10.8 999 99.0 9999
2024 08 10 16 30 314 10.3 999 99.0 9999
2024 08 10 16 40 313 10.4 999 99.0 9999
2024 08 10 16 50 314 10.6 999 99.0 9999
2024 08 10 17 00 313 10.6 322 13.0 1601
2024 08 10 17 10 317  9.3 999 99.0 9999
2024 08 10 17 20 313 10.6 999 99.0 9999
2024 08 10 17 30 309  9.5 999 99.0 9999
2024 08 10 17 40 310 10.1 999 99.0 9999
2024 08 10 17 50 316  9.8 999 99.0 9999
2024 08 10 18 00 317  9.7 316 12.0 1710
2024 08 10 18 10 319  8.8 999 99.0 9999
2024 08 10 18 20 312  7.6 999 99.0 9999
2024 08 10 18 30 320  7.6 999 99.0 9999
2024 08 10 18 40 327  7.6 999 99.0 9999
2024 08 10 18 50 335  7.6 999 99.0 9999
2024 08 10 19 00 338  8.3 313 10.1 1800
2024 08 10 19 10 337  8.8 999 99.0 9999
2024 08 10 19 20 333  9.5 999 99.0 9999
2024 08 10 19 30 334  9.3 999 99.0 9999
2024 08 10 19 40 338  8.4 999 99.0 9999
2024 08 10 19 50 329  7.3 999 99.0 9999
2024 08 10 20 00 325  6.3 333 11.0 1913
2024 08 10 20 10 312  5.6 999 99.0 9999
2024 08 10 20 20 299  4.7 999 99.0 9999
2024 08 10 20 30 302  5.0 999 99.0 9999
2024 08 10 20 40 304  5.0 999 99.0 9999
2024 08 10 20 50 309  5.9 999 99.0 9999
2024 08 10 21 00 312  6.7 313  7.9 2056
2024 08 10 21 10 306  7.5 999 99.0 9999
2024 08 10 21 20 296  8.3 999 99.0 9999
2024 08 10 21 30 294  7.9 999 99.0 9999
2024 08 10 21 40 289  7.0 999 99.0 9999
2024 08 10 21 50 284  8.8 999 99.0 9999
2024 08 10 22 00 299 10.5 299 12.3 2159
2024 08 10 22 10 324 10.0 999 99.0 9999
2024 08 10 22 20 331  9.6 999 99.0 9999
2024 08 10 22 30 332  8.6 999 99.0 9999
2024 08 10 22 40 329  8.4 999 99.0 9999
2024 08 10 22 50 324  7.6 999 99.0 9999
2024 08 10 23 00 323  6.6 312 12.3 2200
2024 08 10 23 10 323  6.1 999 99.0 9999
2024 08 10 23 20 324  5.1 999 99.0 9999
2024 08 10 23 30 331  4.8 999 99.0 9999
2024 08 10 23 40 320  4.6 999 99.0 9999
2024 08 10 23 50 306  3.8 999 99.0 9999
2024 08 11 00 00 292  3.1 323  7.6 2308
2024 08 11 00 10 287  3.3 999 99.0 9999
2024 08 11 00 20 280  2.5 999 99.0 9999
2024 08 11 00 30 253  2.3 999 99.0 9999
2024 08 11 00 40 259  3.3 999 99.0 9999
2024 08 11 00 50 259  3.7 999 99.0 9999
2024 08 11 01 00 256  3.9 253  4.5 0053
2024 08 11 01 10 261  3.6 999 99.0 9999
2024 08 11 01 20 261  3.8 999 99.0 9999
2024 08 11 01 30 260  4.1 999 99.0 9999
2024 08 11 01 40 257  4.5 999 99.0 9999
2024 08 11 01 50 248  4.7 999 99.0 9999
2024 08 11 02 00 242  4.7 254  5.2 0140
2024 08 11 02 10 243  4.9 999 99.0 9999
2024 08 11 02 20 236  4.8 999 99.0 9999
2024 08 11 02 30 238  4.8 999 99.0 9999
2024 08 11 02 40 238  5.8 999 99.0 9999
2024 08 11 02 50 236  7.3 999 99.0 9999
2024 08 11 03 00 233  7.5 232  8.5 0258
2024 08 11 03 10 244  8.1 999 99.0 9999
2024 08 11 03 20 246  7.6 999 99.0 9999
2024 08 11 03 30 249  7.2 999 99.0 9999
2024 08 11 03 40 245  6.7 999 99.0 9999
2024 08 11 03 50 244  6.3 999 99.0 9999
2024 08 11 04 00 246  6.1 243  8.8 0306
2024 08 11 04 10 246  6.3 999 99.0 9999
2024 08 11 04 20 246  6.9 999 99.0 9999
2024 08 11 04 30 246  6.6 999 99.0 9999
2024 08 11 04 40 250  6.9 999 99.0 9999
2024 08 11 04 50 253  7.0 999 99.0 9999
2024 08 11 05 00 258  7.3 258  8.5 0459
2024 08 11 05 10 260  8.1 999 99.0 9999
2024 08 11 05 20 267  7.5 999 99.0 9999
2024 08 11 05 30 268  7.7 999 99.0 9999
2024 08 11 05 40 267  7.4 999 99.0 9999
2024 08 11 05 50 265  6.9 999 99.0 9999
2024 08 11 06 00 267  6.2 258  9.3 0504
2024 08 11 06 10 268  6.1 999 99.0 9999
2024 08 11 06 20 268  5.6 999 99.0 9999
2024 08 11 06 30 270  5.2 999 99.0 9999
2024 08 11 06 40 274  4.8 999 99.0 9999
2024 08 11 06 50 277  4.1 999 99.0 9999
2024 08 11 07 00 275  4.0 268  6.7 0616
2024 08 11 07 10 281  3.6 999 99.0 9999
2024 08 11 07 20 293  2.7 999 99.0 9999
2024 08 11 07 30 301  2.4 999 99.0 9999
2024 08 11 07 40 297  2.9 999 99.0 9999
2024 08 11 07 50 290  3.0 999 99.0 9999
2024 08 11 08 00 284  3.0 273  4.4 0700
2024 08 11 08 10 292  2.3 999 99.0 9999
2024 08 11 08 20 282  2.3 999 99.0 9999
2024 08 11 08 30 296  1.8 999 99.0 9999
2024 08 11 08 40 318  1.7 999 99.0 9999
2024 08 11 08 50 323  2.0 999 99.0 9999
2024 08 11 09 00 321  2.7 321  3.1 0859
2024 08 11 09 10 325  2.9 999 99.0 9999
2024 08 11 09 20 334  2.8 999 99.0 9999
2024 08 11 09 30 330  2.8 999 99.0 9999
2024 08 11 09 40 334  2.7 999 99.0 9999
2024 08 11 09 50 321  3.4 999 99.0 9999
2024 08 11 10 00 321  3.8 321  4.3 0951
2024 08 11 10 10 320  3.1 999 99.0 9999
2024 08 11 10 20 313  3.3 999 99.0 9999
2024 08 11 10 30 312  3.6 999 99.0 9999
2024 08 11 10 40 317  3.7 999 99.0 9999
2024 08 11 10 50 316  4.5 999 99.0 9999
2024 08 11 11 00 301  5.3 302  6.0 1059
2024 08 11 11 10 292  5.3 999 99.0 9999
2024 08 11 11 20 300  4.9 999 99.0 9999
2024 08 11 11 30 306  4.3 999 99.0 9999
2024 08 11 11 40 304  4.0 999 99.0 9999
2024 08 11 11 50 303  5.2 999 99.0 9999
2024 08 11 12 00 308  4.9 292  6.0 1101
2024 08 11 12 10 318  4.5 999 99.0 9999
2024 08 11 12 20 315  3.8 999 99.0 9999
2024 08 11 12 30 313  4.3 999 99.0 9999
2024 08 11 12 40 320  4.8 999 99.0 9999
2024 08 11 12 50 327  4.4 999 99.0 9999
2024 08 11 13 00 319  3.7 318  5.7 1236
2024 08 11 13 10 326  3.1 999 99.0 9999
2024 08 11 13 20 323  3.5 999 99.0 9999
2024 08 11 13 30 326  4.2 999 99.0 9999
2024 08 11 13 40 334  4.0 999 99.0 9999
2024 08 11 13 50 334  4.0 999 99.0 9999
2024 08 11 14 00 344  4.0 325  4.8 1327
2024 08 11 14 10 339  4.3 999 99.0 9999
2024 08 11 14 20 331  3.6 999 99.0 9999
2024 08 11 14 30 314  2.9 999 99.0 9999
2024 08 11 14 40 306  2.5 999 99.0 9999
2024 08 11 14 50 285  2.4 999 99.0 9999
2024 08 11 15 00 257  2.3 340  4.8 1407
2024 08 11 15 10 282  2.1 999 99.0 9999
2024 08 11 15 20 270  1.8 999 99.0 9999
2024 08 11 15 30 282  1.2 999 99.0 9999
2024 08 11 15 40 233  1.1 999 99.0 9999
2024 08 11 15 50 220  0.6 999 99.0 9999
2024 08 11 16 00 215  1.2 259  2.7 1500
2024 08 11 16 10 196  0.9 999 99.0 9999
2024 08 11 16 20 171  1.0 999 99.0 9999
2024 08 11 16 30 201  1.6 999 99.0 9999
2024 08 11 16 40 222  2.2 999 99.0 9999
2024 08 11 16 50 221  2.9 999 99.0 9999
2024 08 11 17 00 235  4.3 235  5.8 1659
2024 08 11 17 10 233  4.9 999 99.0 9999
2024 08 11 17 20 234  5.2 999 99.0 9999
2024 08 11 17 30 230  5.7 999 99.0 9999
2024 08 11 17 40 230  5.0 999 99.0 9999
2024 08 11 17 50 224  5.1 999 99.0 9999
2024 08 11 18 00 219  5.5 231  6.2 1725
2024 08 11 18 10 217  6.0 999 99.0 9999
2024 08 11 18 20 219  6.4 999 99.0 9999
2024 08 11 18 30 227  6.3 999 99.0 9999
2024 08 11 18 40 229  6.5 999 99.0 9999
2024 08 11 18 50 228  6.9 999 99.0 9999
2024 08 11 19 00 227  7.1 227  8.0 1857
2024 08 11 19 10 230  7.7 999 99.0 9999
2024 08 11 19 20 233  8.2 999 99.0 9999
2024 08 11 19 30 235  7.8 999 99.0 9999
2024 08 11 19 40 236  7.7 999 99.0 9999
2024 08 11 19 50 232  7.1 999 99.0 9999
2024 08 11 20 00 230  6.3 235  9.5 1929
2024 08 11 20 10 233  6.3 999 99.0 9999
2024 08 11 20 20 233  6.0 999 99.0 9999
2024 08 11 20 30 229  5.3 999 99.0 9999
2024 08 11 20 40 228  4.7 999 99.0 9999
2024 08 11 20 50 222  4.1 999 99.0 9999
2024 08 11 21 00 220  4.4 232  7.2 2005
2024 08 11 21 10 223  4.9 999 99.0 9999
2024 08 11 21 20 221  4.4 999 99.0 9999
2024 08 11 21 30 210  4.3 999 99.0 9999
2024 08 11 21 40 201  3.9 999 99.0 9999
2024 08 11 21 50 194  3.4 999 99.0 9999
2024 08 11 22 00 199  3.4 222  5.5 2101
2024 08 11 22 10 198  3.3 999 99.0 9999
2024 08 11 22 20 200  4.0 999 99.0 9999
2024 08 11 22 30 203  4.5 999 99.0 9999
2024 08 11 22 40 198  4.9 999 99.0 9999
2024 08 11 22 50 211  5.5 999 99.0 9999
2024 08 11 23 00 199  4.3 210  5.9 2244
2024 08 11 23 10 180  3.7 999 99.0 9999
2024 08 11 23 20 174  3.7 999 99.0 9999
2024 08 11 23 30 192  4.3 999 99.0 9999
2024 08 11 23 40 193  4.6 999 99.0 9999
2024 08 11 23 50 200  4.3 999 99.0 9999
2024 08 12 00 00 194  3.7 198  5.5 2344
2024 08 12 00 10 198  4.0 999 99.0 9999
2024 08 12 00 20 193  3.8 999 99.0 9999
2024 08 12 00 30 195  4.5 999 99.0 9999
2024 08 12 00 40 194  4.8 999 99.0 9999
2024 08 12 00 50 191  4.8 999 99.0 9999
2024 08 12 01 00 192  4.6 195  5.5 0029
2024 08 12 01 10 195  4.8 999 99.0 9999
2024 08 12 01 20 189  4.2 999 99.0 9999
2024 08 12 01 30 190  3.7 999 99.0 9999
2024 08 12 01 40 199  4.1 999 99.0 9999
2024 08 12 01 50 199  3.8 999 99.0 9999
2024 08 12 02 00 200  4.0 194  5.5 0105
2024 08 12 02 10 195  3.2 999 99.0 9999
2024 08 12 02 20 196  3.0 999 99.0 9999
2024 08 12 02 30 204  3.7 999 99.0 9999
2024 08 12 02 40 206  3.5 999 99.0 9999
2024 08 12 02 50 215  3.7 999 99.0 9999
2024 08 12 03 00 220  2.8 211  4.5 0242
2024 08 12 03 10 231  2.6 999 99.0 9999
2024 08 12 03 20 236  2.4 999 99.0 9999
2024 08 12 03 30 239  2.9 999 99.0 9999
2024 08 12 03 40 248  2.6 999 99.0 9999
2024 08 12 03 50 256  2.4 999 99.0 9999
2024 08 12 04 00 266  1.4 231  3.4 0309
2024 08 12 04 10 290  0.8 999 99.0 9999
2024 08 12 04 20 290  0.6 999 99.0 9999
2024 08 12 04 30 297  0.3 999 99.0 9999
2024 08 12 04 40 279  0.6 999 99.0 9999
2024 08 12 04 50 281  0.2 999 99.0 9999
2024 08 12 05 00 264  0.7 265  1.1 0459
2024 08 12 05 10 251  0.9 999 99.0 9999
2024 08 12 05 20 288  0.5 999 99.0 9999
2024 08 12 05 30 290  0.8 999 99.0 9999
2024 08 12 05 40 282  1.0 999 99.0 9999
2024 08 12 05 50 280  1.7 999 99.0 9999
2024 08 12 06 00 305  1.7 275  2.0 0542
2024 08 12 06 10 307  1.9 999 99.0 9999
2024 08 12 06 20 319  1.9 999 99.0 9999
2024 08 12 06 30 332  2.0 999 99.0 9999
2024 08 12 06 40 316  2.1 999 99.0 9999
2024 08 12 06 50 329  2.4 999 99.0 9999
2024 08 12 07 00 331  2.4 340  3.0 0650
2024 08 12 07 10 336  2.2 999 99.0 9999
2024 08 12 07 20 339  2.2 999 99.0 9999
2024 08 12 07 30 355  2.5 999 99.0 9999
2024 08 12 07 40 357  3.3 999 99.0 9999
2024 08 12 07 50   1  3.4 999 99.0 9999
2024 08 12 08 00   1  3.4   1  3.7 0753
2024 08 12 08 10   0  2.9 999 99.0 9999
2024 08 12 08 20   1  2.7 999 99.0 9999
2024 08 12 08 30   0  3.4 999 99.0 9999
2024 08 12 08 40   1  3.4 999 99.0 9999
2024 08 12 08 50   2  3.1 999 99.0 9999
2024 08 12 09 00   2  2.9 358  3.8 0830
2024 08 12 09 10   4  2.7 999 99.0 9999
2024 08 12 09 20   9  2.6 999 99.0 9999
2024 08 12 09 30  13  2.4 999 99.0 9999
2024 08 12 09 40  19  2.5 999 99.0 9999
2024 08 12 09 50  22  3.0 999 99.0 9999
2024 08 12 10 00  26  3.4  26  3.7 0959
2024 08 12 10 10  24  3.7 999 99.0 9999
2024 08 12 10 20  17  3.7 999 99.0 9999
2024 08 12 10 30  13  3.6 999 99.0 9999
2024 08 12 10 40   8  4.0 999 99.0 9999
2024 08 12 10 50  13  3.7 999 99.0 9999
2024 08 12 11 00  12  3.1  10  4.3 1034
2024 08 12 11 10  10  3.3 999 99.0 9999
2024 08 12 11 20   5  3.6 999 99.0 9999
2024 08 12 11 30   1  3.2 999 99.0 9999
2024 08 12 11 40   1  2.8 999 99.0 9999
2024 08 12 11 50   1  2.8 999 99.0 9999
2024 08 12 12 00   2  2.8   8  3.9 1116
2024 08 12 12 10   2  2.8 999 99.0 9999
2024 08 12 12 20   1  3.3 999 99.0 9999
2024 08 12 12 30 359  3.6 999 99.0 9999
2024 08 12 12 40 355  3.1 999 99.0 9999
2024 08 12 12 50 354  2.5 999 99.0 9999
2024 08 12 13 00 351  2.3 359  3.9 1222
2024 08 12 13 10 346  2.5 999 99.0 9999
2024 08 12 13 20 339  2.0 999 99.0 9999
2024 08 12 13 30 340  1.5 999 99.0 9999
2024 08 12 13 40 331  0.2 999 99.0 9999
2024 08 12 13 50 309  0.6 999 99.0 9999
2024 08 12 14 00 298  0.1 347  2.7 1303
2024 08 12 14 10 303  0.9 999 99.0 9999
2024 08 12 14 20 322  0.7 999 99.0 9999
2024 08 12 14 30 319  0.7 999 99.0 9999
2024 08 12 14 40 313  1.1 999 99.0 9999
2024 08 12 14 50 327  1.5 999 99.0 9999
2024 08 12 15 00 327  1.2 326  1.8 1446
2024 08 12 15 10 322  1.2 999 99.0 9999
2024 08 12 15 20 326  0.7 999 99.0 9999
2024 08 12 15 30 285  0.9 999 99.0 9999
2024 08 12 15 40 222  1.8 999 99.0 9999
2024 08 12 15 50 246  1.9 999 99.0 9999
2024 08 12 16 00 239  2.7 246  4.3 1549
2024 08 12 16 10 230  3.2 999 99.0 9999
2024 08 12 16 20 233  3.3 999 99.0 9999
2024 08 12 16 30 243  3.4 999 99.0 9999
2024 08 12 16 40 236  3.9 999 99.0 9999
2024 08 12 16 50 237  4.4 999 99.0 9999
2024 08 12 17 00 235  4.5 237  5.5 1641
2024 08 12 17 10 238  4.7 999 99.0 9999
2024 08 12 17 20 240  4.7 999 99.0 9999
2024 08 12 17 30 239  5.1 999 99.0 9999
2024 08 12 17 40 237  5.8 999 99.0 9999
2024 08 12 17 50 233  5.7 999 99.0 9999
2024 08 12 18 00 235  5.6 234  6.6 1753
2024 08 12 18 10 241  5.1 999 99.0 9999
2024 08 12 18 20 245  5.1 999 99.0 9999
2024 08 12 18 30 248  5.0 999 99.0 9999
2024 08 12 18 40 250  5.1 999 99.0 9999
2024 08 12 18 50 249  4.9 999 99.0 9999
2024 08 12 19 00 247  4.8 236  6.0 1802
2024 08 12 19 10 246  5.3 999 99.0 9999
2024 08 12 19 20 242  4.6 999 99.0 9999
2024 08 12 19 30 244  4.5 999 99.0 9999
2024 08 12 19 40 241  4.1 999 99.0 9999
2024 08 12 19 50 238  3.8 999 99.0 9999
2024 08 12 20 00 237  3.8 247  6.2 1906
2024 08 12 20 10 233  3.9 999 99.0 9999
2024 08 12 20 20 228  3.8 999 99.0 9999
2024 08 12 20 30 225  4.1 999 99.0 9999
2024 08 12 20 40 220  4.5 999 99.0 9999
2024 08 12 20 50 229  4.7 999 99.0 9999
2024 08 12 21 00 231  4.7 230  5.6 2048
2024 08 12 21 10 228  4.9 999 99.0 9999
2024 08 12 21 20 220  4.8 999 99.0 9999
2024 08 12 21 30 217  4.0 999 99.0 9999
2024 08 12 21 40 221  3.6 999 99.0 9999
2024 08 12 21 50 223  4.3 999 99.0 9999
2024 08 12 22 00 220  4.4 220  5.7 2113
2024 08 12 22 10 214  4.4 999 99.0 9999
2024 08 12 22 20 216  4.6 999 99.0 9999
2024 08 12 22 30 216  4.8 999 99.0 9999
2024 08 12 22 40 217  4.9 999 99.0 9999
2024 08 12 22 50 213  4.5 999 99.0 9999
2024 08 12 23 00 215  4.7 215  5.5 2226
2024 08 12 23 10 207  4.9 999 99.0 9999
2024 08 12 23 20 216  5.0 999 99.0 9999
2024 08 12 23 30 218  4.9 999 99.0 9999
2024 08 12 23 40 216  4.1 999 99.0 9999
2024 08 12 23 50 215  4.0 999 99.0 9999
2024 08 13 00 00 216  4.4 217  5.5 2321
2024 08 13 00 10 215  4.5 999 99.0 9999
2024 08 13 00 20 212  4.4 999 99.0 9999
2024 08 13 00 30 213  4.4 999 99.0 9999
2024 08 13 00 40 210  5.0 999 99.0 9999
2024 08 13 00 50 216  5.6 999 99.0 9999
2024 08 13 01 00 220  5.2 216  6.3 0044
2024 08 13 01 10 212  4.9 999 99.0 9999
2024 08 13 01 20 210  4.6 999 99.0 9999
2024 08 13 01 30 218  4.8 999 99.0 9999
2024 08 13 01 40 211  4.6 999 99.0 9999
2024 08 13 01 50 203  4.1 999 99.0 9999
2024 08 13 02 00 204  4.1 210  6.3 0119
2024 08 13 02 10 202  3.3 999 99.0 9999
2024 08 13 02 20 213  3.8 999 99.0 9999
2024 08 13 02 30 211  3.4 999 99.0 9999
2024 08 13 02 40 190  2.8 999 99.0 9999
2024 08 13 02 50 209  3.8 999 99.0 9999
2024 08 13 03 00 201  3.6 218  4.7 0250
2024 08 13 03 10 195  3.4 999 99.0 9999
2024 08 13 03 20 200  3.8 999 99.0 9999
2024 08 13 03 30 191  3.8 999 99.0 9999
2024 08 13 03 40 203  4.5 999 99.0 9999
2024 08 13 03 50 209  4.8 999 99.0 9999
2024 08 13 04 00 215  5.1 215  5.4 0359
2024 08 13 04 10 223  5.7 999 99.0 9999
2024 08 13 04 20 225  5.9 999 99.0 9999
2024 08 13 04 30 225  5.6 999 99.0 9999
2024 08 13 04 40 218  4.7 999 99.0 9999
2024 08 13 04 50 213  4.0 999 99.0 9999
2024 08 13 05 00 220  4.2 224  6.2 0411
2024 08 13 05 10 225  4.6 999 99.0 9999
2024 08 13 05 20 222  4.6 999 99.0 9999
2024 08 13 05 30 204  3.4 999 99.0 9999
2024 08 13 05 40 202  3.2 999 99.0 9999
2024 08 13 05 50 218  4.4 999 99.0 9999
2024 08 13 06 00 222  4.6 222  5.1 0552
2024 08 13 06 10 215  4.3 999 99.0 9999
2024 08 13 06 20 215  4.0 999 99.0 9999
2024 08 13 06 30 221  5.1 999 99.0 9999
2024 08 13 06 40 219  5.6 999 99.0 9999
2024 08 13 06 50 212  4.5 999 99.0 9999
2024 08 13 07 00 213  4.7 223  6.1 0630
2024 08 13 07 10 219  5.5 999 99.0 9999
2024 08 13 07 20 217  4.7 999 99.0 9999
2024 08 13 07 30 215  5.0 999 99.0 9999
2024 08 13 07 40 219  5.6 999 99.0 9999
2024 08 13 07 50 208  5.3 999 99.0 9999
2024 08 13 08 00 214  5.6 214  6.4 0758
2024 08 13 08 10 220  5.9 999 99.0 9999
2024 08 13 08 20 226  5.4 999 99.0 9999
2024 08 13 08 30 226  5.4 999 99.0 9999
2024 08 13 08 40 226  4.7 999 99.0 9999
2024 08 13 08 50 229  4.5 999 99.0 9999
2024 08 13 09 00 227  4.0 217  6.4 0801
2024 08 13 09 10 225  4.5 999 99.0 9999
2024 08 13 09 20 234  4.0 999 99.0 9999
2024 08 13 09 30 234  3.9 999 99.0 9999
2024 08 13 09 40 236  3.6 999 99.0 9999
2024 08 13 09 50 237  3.9 999 99.0 9999
2024 08 13 10 00 237  4.0 224  5.0 0905
2024 08 13 10 10 250  4.1 999 99.0 9999
2024 08 13 10 20 256  3.8 999 99.0 9999
2024 08 13 10 30 274  3.1 999 99.0 9999
2024 08 13 10 40 281  2.7 999 99.0 9999
2024 08 13 10 50 290  2.2 999 99.0 9999
2024 08 13 11 00 288  1.9 247  4.4 1004
2024 08 13 11 10 312  1.8 999 99.0 9999
2024 08 13 11 20 306  1.8 999 99.0 9999
2024 08 13 11 30 332  1.7 999 99.0 9999
2024 08 13 11 40 355  1.6 999 99.0 9999
2024 08 13 11 50 344  1.6 999 99.0 9999
2024 08 13 12 00 331  1.8 306  2.2 1117
2024 08 13 12 10 315  1.7 999 99.0 9999
2024 08 13 12 20 298  1.5 999 99.0 9999
2024 08 13 12 30 272  1.7 999 99.0 9999
2024 08 13 12 40 314  1.8 999 99.0 9999
2024 08 13 12 50 333  2.1 999 99.0 9999
2024 08 13 13 00 336  2.6 333  2.8 1249
2024 08 13 13 10 341  2.4 999 99.0 9999
2024 08 13 13 20 339  2.6 999 99.0 9999
2024 08 13 13 30 330  2.7 999 99.0 9999
2024 08 13 13 40 334  3.2 999 99.0 9999
2024 08 13 13 50 332  3.4 999 99.0 9999
2024 08 13 14 00 344  3.4 331  3.8 1345
2024 08 13 14 10 355  3.6 999 99.0 9999
2024 08 13 14 20 350  3.5 999 99.0 9999
2024 08 13 14 30 354  3.2 999 99.0 9999
2024 08 13 14 40   1  2.9 999 99.0 9999
2024 08 13 14 50   4  2.5 999 99.0 9999
2024 08 13 15 00   0  2.4 348  4.0 1410
2024 08 13 15 10   1  2.3 999 99.0 9999
2024 08 13 15 20   4  2.1 999 99.0 9999
2024 08 13 15 30   3  2.4 999 99.0 9999
2024 08 13 15 40   3  2.5 999 99.0 9999
2024 08 13 15 50  13  2.7 999 99.0 9999
2024 08 13 16 00  11  2.3  11  2.9 1544
2024 08 13 16 10  11  2.3 999 99.0 9999
2024 08 13 16 20   9  1.9 999 99.0 9999
2024 08 13 16 30   2  2.4 999 99.0 9999
2024 08 13 16 40   4  2.3 999 99.0 9999
2024 08 13 16 50   2  1.7 999 99.0 9999
2024 08 13 17 00   0  1.7   0  2.8 1630
2024 08 13 17 10   3  1.6 999 99.0 9999
2024 08 13 17 20  15  1.7 999 99.0 9999
2024 08 13 17 30 347  0.8 999 99.0 9999
2024 08 13 17 40 216  0.9 999 99.0 9999
2024 08 13 17 50 184  0.5 999 99.0 9999
2024 08 13 18 00 178  1.4 178  2.3 1759
2024 08 13 18 10 195  2.3 999 99.0 9999
2024 08 13 18 20 194  2.9 999 99.0 9999
2024 08 13 18 30 193  3.1 999 99.0 9999
2024 08 13 18 40 189  2.9 999 99.0 9999
2024 08 13 18 50 186  3.4 999 99.0 9999
2024 08 13 19 00 190  4.0 190  4.1 1858
2024 08 13 19 10 192  4.2 999 99.0 9999
2024 08 13 19 20 183  4.2 999 99.0 9999
2024 08 13 19 30 183  4.4 999 99.0 9999
2024 08 13 19 40 195  4.7 999 99.0 9999
2024 08 13 19 50 217  4.8 999 99.0 9999
2024 08 13 20 00 232  4.6 230  5.7 1954
2024 08 13 20 10 239  4.4 999 99.0 9999
2024 08 13 20 20 246  4.6 999 99.0 9999
2024 08 13 20 30 245  3.7 999 99.0 9999
2024 08 13 20 40 238  3.4 999 99.0 9999
2024 08 13 20 50 248  3.9 999 99.0 9999
2024 08 13 21 00 248  4.3 249  5.1 2049
2024 08 13 21 10 242  4.2 999 99.0 9999
2024 08 13 21 20 242  5.2 999 99.0 9999
2024 08 13 21 30 243  5.2 999 99.0 9999
