clade_name	TrimGalore/WM01_S1_R1_001_val_1.fq.gz	TrimGalore/WM02_S2_R1_001_val_1.fq.gz	TrimGalore/WM03_S3_R1_001_val_1.fq.gz	TrimGalore/WM04_S4_R1_001_val_1.fq.gz	TrimGalore/WM05_S5_R1_001_val_1.fq.gz	TrimGalore/WM11_S6_R1_001_val_1.fq.gz	TrimGalore/WM12_S7_R1_001_val_1.fq.gz	TrimGalore/WM13_S8_R1_001_val_1.fq.gz	TrimGalore/WM14_S9_R1_001_val_1.fq.gz	TrimGalore/WM15_S10_R1_001_val_1.fq.gz	TrimGalore/WM16_S11_R1_001_val_1.fq.gz	TrimGalore/WM17_S12_R1_001_val_1.fq.gz	TrimGalore/WM18_S13_R1_001_val_1.fq.gz	TrimGalore/WM19_S14_R1_001_val_1.fq.gz	TrimGalore/WM20_S15_R1_001_val_1.fq.gz	TrimGalore/WM21_S16_R1_001_val_1.fq.gz	TrimGalore/WM22_S17_R1_001_val_1.fq.gz	TrimGalore/WM23_S18_R1_001_val_1.fq.gz	TrimGalore/WM24_S19_R1_001_val_1.fq.gz
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Micropepsales	0.0	0.0	0.0	0.0754	0.1108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae	0.0	0.0	0.0	0.0754	0.1108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae|g__Rhizomicrobium	0.0	0.0	0.0	0.0754	0.1108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae|g__Rhizomicrobium|s__Rhizomicrobium sp902825865	0.0	0.0	0.0	0.0754	0.1108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae|g__Rhizomicrobium|s__Rhizomicrobium sp902825865|t__GCA_902825865.1	0.0	0.0	0.0	0.0754	0.1108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales	0.0	0.0	0.2556	0.0	0.0	0.0233	0.0362	0.0	0.0	0.0	0.0337	0.1207	0.017	0.0702	0.0241	0.1384	0.3914999999999999	0.1823	0.0463
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAITNM01	0.0	0.0	0.233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0337	0.0532	0.0	0.0209	0.0241	0.0778	0.1741	0.0926	0.0463
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAITNM01|g__CAITNM01	0.0	0.0	0.233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0337	0.0532	0.0	0.0209	0.0241	0.0778	0.1741	0.0926	0.0463
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAITNM01|g__CAITNM01|s__CAITNM01 sp943322985	0.0	0.0	0.1343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0557	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAITNM01|g__CAITNM01|s__CAITNM01 sp943322985|t__GCA_943322985.2	0.0	0.0	0.1343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0557	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAITNM01|g__CAITNM01|s__CAITNM01 sp945903885	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAITNM01|g__CAITNM01|s__CAITNM01 sp945903885|t__GCA_945903885.1	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAITNM01|g__CAITNM01|s__CAITNM01 sp947478955	0.0	0.0	0.0294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0337	0.0	0.0	0.0209	0.0241	0.0778	0.0	0.0	0.0463
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAITNM01|g__CAITNM01|s__CAITNM01 sp947478955|t__GCA_947478955.1	0.0	0.0	0.0294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0337	0.0	0.0	0.0209	0.0241	0.0778	0.0	0.0	0.0463
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAITNM01|g__CAITNM01|s__CAITNM01 sp947499175	0.0	0.0	0.0343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0532	0.0	0.0	0.0	0.0	0.1184	0.0926	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAITNM01|g__CAITNM01|s__CAITNM01 sp947499175|t__GCA_947499175.1	0.0	0.0	0.0343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0532	0.0	0.0	0.0	0.0	0.1184	0.0926	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAIULA01	0.0	0.0	0.0226	0.0	0.0	0.0233	0.0362	0.0	0.0	0.0	0.0	0.0675	0.017	0.0	0.0	0.0606	0.2174	0.0897	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAIULA01|g__CANJLN01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0606	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAIULA01|g__CANJLN01|s__CANJLN01 sp947475175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0606	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAIULA01|g__CANJLN01|s__CANJLN01 sp947475175|t__GCA_947475175.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0606	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAIULA01|g__Finniella	0.0	0.0	0.0226	0.0	0.0	0.0233	0.0362	0.0	0.0	0.0	0.0	0.0675	0.017	0.0	0.0	0.0	0.2174	0.0897	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAIULA01|g__Finniella|s__Finniella sp903905285	0.0	0.0	0.0226	0.0	0.0	0.0233	0.0362	0.0	0.0	0.0	0.0	0.0675	0.017	0.0	0.0	0.0	0.2174	0.0897	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__CAIULA01|g__Finniella|s__Finniella sp903905285|t__GCA_903905285.1	0.0	0.0	0.0226	0.0	0.0	0.0233	0.0362	0.0	0.0	0.0	0.0	0.0675	0.017	0.0	0.0	0.0	0.2174	0.0897	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__Paracaedibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0493	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__Paracaedibacteraceae|g__Paracaedibacter_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0493	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__Paracaedibacteraceae|g__Paracaedibacter_A|s__Paracaedibacter_A sp020718185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0493	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Paracaedibacterales|f__Paracaedibacteraceae|g__Paracaedibacter_A|s__Paracaedibacter_A sp020718185|t__GCA_020718185.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0493	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Pelagibacterales	0.353	0.2402	1.1904	0.4194	0.3597	1.6023	1.7705	2.1176	2.1922	2.2182	1.5135	0.1321999999999999	0.0	0.023	0.1788	0.3537	0.0576	0.0611	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae	0.353	0.2402	1.1904	0.4194	0.3597	1.6023	1.7705	2.1176	2.1922	2.2182	1.5135	0.1321999999999999	0.0	0.023	0.1788	0.3537	0.0576	0.0611	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Fonsibacter	0.353	0.2402	1.1904	0.4194	0.3597	1.6023	1.7705	2.1176	2.1922	2.2182	1.5135	0.1321999999999999	0.0	0.023	0.1788	0.3537	0.0576	0.0611	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Fonsibacter|s__Fonsibacter sp000371845	0.0	0.0	0.0	0.0	0.0	0.0	0.1215	0.1538	0.0	0.0	0.0	0.0726	0.0	0.0	0.0898	0.1394	0.0	0.0611	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Fonsibacter|s__Fonsibacter sp000371845|t__GCA_000371845.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1215	0.1538	0.0	0.0	0.0	0.0726	0.0	0.0	0.0898	0.1394	0.0	0.0611	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Fonsibacter|s__Fonsibacter sp000419485	0.0	0.0	0.0	0.0	0.0	0.0	0.1051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0513	0.1247	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Fonsibacter|s__Fonsibacter sp000419485|t__GCA_000419485.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0513	0.1247	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Fonsibacter|s__Fonsibacter sp000510845	0.353	0.2402	1.1904	0.4194	0.3597	1.6023	1.5439	1.9638	2.1922	2.2182	1.5135	0.0596	0.0	0.023	0.0377	0.0896	0.0576	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Fonsibacter|s__Fonsibacter sp000510845|t__GCA_000510845.1	0.353	0.2402	1.1904	0.4194	0.3597	1.6023	1.5439	1.9638	2.1922	2.2182	1.5135	0.0596	0.0	0.023	0.0377	0.0896	0.0576	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Reyranellales	0.0	0.2183	0.0374	0.1607	0.2354	5.2651	0.1161	0.0867	10.8264	0.1373	6.2743	0.9282	0.1449	0.2485	0.2059	0.767	1.7791	1.3401	0.506
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae	0.0	0.2183	0.0374	0.1607	0.2354	5.2651	0.1161	0.0867	10.8264	0.1373	6.2743	0.9282	0.1449	0.2485	0.2059	0.767	1.7791	1.3401	0.506
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__CAMDVZ01	0.0	0.0	0.0	0.0	0.0	0.054	0.0381	0.0	0.0668	0.0587	0.0673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__CAMDVZ01|s__CAMDVZ01 sp945878895	0.0	0.0	0.0	0.0	0.0	0.054	0.0381	0.0	0.0668	0.0587	0.0673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__CAMDVZ01|s__CAMDVZ01 sp945878895|t__GCA_945878895.1	0.0	0.0	0.0	0.0	0.0	0.054	0.0381	0.0	0.0668	0.0587	0.0673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella	0.0	0.2183	0.0374	0.1607	0.2354	5.2111	0.078	0.0867	10.7596	0.0786	6.207	0.9282	0.1449	0.2485	0.2059	0.767	1.7791	1.3401	0.506
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella|s__Reyranella massiliensis_A	0.0	0.0928	0.0	0.0683	0.0	0.0	0.0	0.0	0.0	0.0786	0.0	0.0	0.0	0.0949	0.0859	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella|s__Reyranella massiliensis_A|t__GCA_945862125.1	0.0	0.0928	0.0	0.0683	0.0	0.0	0.0	0.0	0.0	0.0786	0.0	0.0	0.0	0.0949	0.0859	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella|s__Reyranella massiliensis_B	0.0	0.0	0.0374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2048	0.0	0.0	0.0	0.2479	0.3242	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella|s__Reyranella massiliensis_B|t__GCA_945860205.1	0.0	0.0	0.0374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2048	0.0	0.0	0.0	0.2479	0.3242	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella|s__Reyranella sp010032545	0.0	0.1255	0.0	0.0924	0.2354	0.0	0.078	0.0867	0.0	0.0	0.0	0.2666	0.1449	0.1536	0.12	0.5191	0.7855	0.588	0.506
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella|s__Reyranella sp010032545|t__GCA_010032545.1	0.0	0.1255	0.0	0.0924	0.2354	0.0	0.078	0.0867	0.0	0.0	0.0	0.2666	0.1449	0.1536	0.12	0.5191	0.7855	0.588	0.506
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella|s__Reyranella sp947474005	0.0	0.0	0.0	0.0	0.0	5.2111	0.0	0.0	10.7596	0.0	6.207	0.4568	0.0	0.0	0.0	0.0	0.6694	0.7521	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella|s__Reyranella sp947474005|t__GCA_947474005.1	0.0	0.0	0.0	0.0	0.0	5.2111	0.0	0.0	10.7596	0.0	6.207	0.4568	0.0	0.0	0.0	0.0	0.6694	0.7521	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales	3.9734	10.1733	19.2217	16.4098	10.7171	7.9625	7.7591	4.611599999999999	20.6302	23.7186	7.540800000000001	24.2344	46.36579999999999	61.5061	40.91949999999999	29.5166	26.453899999999997	27.6612	24.3225
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae	0.0782	0.1111	0.1213	0.0745	0.0	0.1147	0.0	0.0539	0.1046	0.0525	0.0	0.1574	0.1079	0.2099	0.1646	0.1205	0.3728	0.2153	0.5063
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__28-YEA-48	0.0	0.0	0.0613999999999999	0.0	0.0	0.049	0.0	0.0252	0.0	0.0206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__28-YEA-48|s__28-YEA-48 sp903916165	0.0	0.0	0.0111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__28-YEA-48|s__28-YEA-48 sp903916165|t__GCA_903916165.1	0.0	0.0	0.0111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__28-YEA-48|s__28-YEA-48 sp945901195	0.0	0.0	0.0149	0.0	0.0	0.049	0.0	0.0252	0.0	0.0206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__28-YEA-48|s__28-YEA-48 sp945901195|t__GCA_945901195.1	0.0	0.0	0.0149	0.0	0.0	0.049	0.0	0.0252	0.0	0.0206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__28-YEA-48|s__28-YEA-48 sp947476075	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__28-YEA-48|s__28-YEA-48 sp947476075|t__GCA_947476075.1	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__28-YEA-48|s__28-YEA-48 sp947498445	0.0	0.0	0.0204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__28-YEA-48|s__28-YEA-48 sp947498445|t__GCA_947498445.1	0.0	0.0	0.0204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Bosea	0.0	0.0	0.0204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1159	0.0733	0.0	0.168	0.0	0.1859
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Bosea|s__Bosea sp013823325	0.0	0.0	0.0204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1159	0.0733	0.0	0.168	0.0	0.1859
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Bosea|s__Bosea sp013823325|t__GCA_013823325.1	0.0	0.0	0.0204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1159	0.0733	0.0	0.168	0.0	0.1859
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__CAIUPE01	0.0	0.0	0.0395	0.0	0.0	0.0252	0.0	0.0287	0.045	0.0319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__CAIUPE01|s__CAIUPE01 sp945883115	0.0	0.0	0.0395	0.0	0.0	0.0252	0.0	0.0287	0.045	0.0319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__CAIUPE01|s__CAIUPE01 sp945883115|t__GCA_945883115.1	0.0	0.0	0.0395	0.0	0.0	0.0252	0.0	0.0287	0.045	0.0319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Methylobacterium	0.0782	0.1111	0.0	0.0745	0.0	0.0405	0.0	0.0	0.0596	0.0	0.0	0.1574	0.1079	0.094	0.0913	0.1205	0.2048	0.2153	0.3204
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Methylobacterium|s__Methylobacterium fujisawaense	0.0782	0.1111	0.0	0.0745	0.0	0.0405	0.0	0.0	0.0596	0.0	0.0	0.1574	0.1079	0.094	0.0913	0.1205	0.2048	0.2153	0.3204
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Methylobacterium|s__Methylobacterium fujisawaense|t__GCF_014138435.1	0.0782	0.1111	0.0	0.0745	0.0	0.0405	0.0	0.0	0.0596	0.0	0.0	0.1574	0.1079	0.094	0.0913	0.1205	0.2048	0.2153	0.3204
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Devosiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Devosiaceae|g__Devosia_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Devosiaceae|g__Devosia_A|s__Devosia_A sp903842455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Devosiaceae|g__Devosia_A|s__Devosia_A sp903842455|t__GCA_903842455.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae	0.0726	0.1431	0.0616	0.0702	0.0832	0.1787	0.0886	0.1288	0.1395	0.0841	0.0789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__CAMDPA01	0.0726	0.1431	0.0616	0.0702	0.0832	0.1787	0.0886	0.1288	0.1395	0.0841	0.0789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__CAMDPA01|s__CAMDPA01 sp945901835	0.0726	0.1431	0.0616	0.0702	0.0832	0.1787	0.0886	0.1288	0.1395	0.0841	0.0789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__CAMDPA01|s__CAMDPA01 sp945901835|t__GCA_945901835.1	0.0726	0.1431	0.0616	0.0702	0.0832	0.1787	0.0886	0.1288	0.1395	0.0841	0.0789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Phreatobacteraceae	0.0491	0.0787	0.0592	0.0	0.0	0.0	0.0	0.0	0.0523	0.0	0.0674	0.2182	0.1666	0.1162	0.2711	0.1419	0.2716	0.2836	0.2382
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Phreatobacteraceae|g__Phreatobacter	0.0491	0.0787	0.0592	0.0	0.0	0.0	0.0	0.0	0.0523	0.0	0.0674	0.2182	0.1666	0.1162	0.2711	0.1419	0.2716	0.2836	0.2382
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Phreatobacteraceae|g__Phreatobacter|s__Phreatobacter sp017304475	0.0491	0.0787	0.0592	0.0	0.0	0.0	0.0	0.0	0.0523	0.0	0.0674	0.2182	0.1666	0.1162	0.2711	0.1419	0.2716	0.2836	0.2382
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Phreatobacteraceae|g__Phreatobacter|s__Phreatobacter sp017304475|t__GCA_017304475.1	0.0491	0.0787	0.0592	0.0	0.0	0.0	0.0	0.0	0.0523	0.0	0.0674	0.2182	0.1666	0.1162	0.2711	0.1419	0.2716	0.2836	0.2382
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae	0.3589	0.3252	0.0	0.1998	0.2012	0.0859	0.0496	0.0507	0.1176	0.0698	0.0875	0.1672	0.1371	0.1005	0.1256	0.2202	0.1359	0.1114	0.143
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Mesorhizobium	0.3589	0.3252	0.0	0.1998	0.2012	0.0859	0.0496	0.0507	0.1176	0.0698	0.0875	0.1672	0.1371	0.1005	0.1256	0.2202	0.1359	0.1114	0.143
d__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Mesorhizobium|s__Mesorhizobium sp024519675	0.3589	0.3252	0.0	0.1998	0.2012	0.0859	0.0496	0.0507	0.1176	0.0698	0.0875	0.1672	0.1371	0.1005	0.1256	0.2202	0.1359	0.1114	0.143
