columns
g2_resource_acquisition__substrate_degradation__simple_compound_degradation__sugar_acid_degradation
g2_resource_acquisition__substrate_degradation__simple_compound_degradation__alcohol_degradation
g2_resource_acquisition__substrate_assimilation__c1_compounds__co2_fixation
g2_resource_acquisition__substrate_assimilation__c1_compounds__methanotrophy
g2_resource_acquisition__substrate_assimilation__n_compounds__assimilatory_nitrate_reduction
g2_resource_acquisition__substrate_assimilation__n_compounds__ammonia_assimilation
g2_resource_acquisition__substrate_assimilation__s_compounds__assimilatory_sulfate_reduction
g2_resource_acquisition__substrate_assimilation__p_compounds
g2_resource_use__chemotrophy__chemoorganoheterotrophy__fermentation__fermentation_of_pyruvate
g2_resource_use__chemotrophy__chemoorganoheterotrophy__aerobic_respiration
g2_resource_use__chemotrophy__chemolithoheterotrophy__anaerobic_respiration__n__denitrification_
g2_resource_use__chemotrophy__chemolithoheterotrophy__anaerobic_respiration__hydrogenotrophic_methanogenesis
g2_resource_use__chemotrophy__chemolithoheterotrophy__anaerobic_respiration__methylotrophic_methanogenesis
g2_resource_use__chemotrophy__chemolithoautotrophy__n_compounds_as_electron_donor__ammonia_oxidation
g2_resource_use__chemotrophy__chemolithoautotrophy__n_compounds_as_electron_donor__nitrite_oxidation
g2_resource_use__chemotrophy__chemolithoautotrophy__s_compounds_as_electron_donor
g2_resource_use__chemotrophy__chemolithoautotrophy__h_as_electron_donor
g2_resource_use__phototrophy__photosystem__oxygenic
g2_resource_use__phototrophy__photosystem__anoxygenic
g2_resource_use__phototrophy__pigments__core
g2_resource_use__phototrophy__pigments__core__anoxygenic
g2_resource_use__phototrophy__pigments__accessory__carotenoid__carotene
g2_resource_use__phototrophy__pigments__accessory__carotenoid__xanthophyll
g2_resource_use__phototrophy__pigments__accessory__phycobiliprotein
g2_stress_tolerance__general__scavenging_of_reactive_oxygen_species
g2_stress_tolerance__general__protection__repair__degradation_of_denatured_misfolded_proteins
g2_stress_tolerance__general__biofilm_formation
g2_stress_tolerance__specific__temperature__high__protection__repair__degradation_of_denatured_misfolded_proteins
g2_stress_tolerance__specific__temperature__high__heat_induced_transcriptional_regulation
g2_stress_tolerance__specific__temperature__low__membrane_stabilization
g2_stress_tolerance__specific__temperature__low__destabilization_of_secondary_structures_in_mrnas
g2_stress_tolerance__specific__temperature__low__cold_sensing_machinery
g2_stress_tolerance__specific__desiccation_osmotic_salt_stress__accumulation_of_compatible_solutes
g2_stress_tolerance__specific__desiccation_osmotic_salt_stress__enhancement_of_microenvironment
g2_stress_tolerance__specific__desiccation_osmotic_salt_stress__osmotic_sensing
g2_stress_tolerance__specific__ph_stress__protection__repair__degradation_of_denatured_misfolded_proteins
g2_stress_tolerance__specific__ph_stress__membrane_stabilization
g2_stress_tolerance__specific__ph_stress__redox_sensing
g2_stress_tolerance__specific__ph_stress__consumption_of_excessive_cytoplasmic_protons
g2_stress_tolerance__specific__oxidative_stress__scavenging_of_reactive_oxygen_species
g2_stress_tolerance__specific__oxidative_stress__redox_sensing
g2_stress_tolerance__specific__oxygen_limitation__redox_sensing
g2_stress_tolerance__specific__envelope_stress__misfolded_protein_secretion_stress_sensing
g2_stress_tolerance__specific__envelope_stress__phage_resistance
g3_resource_acquisition__substrate_uptake__aromatic_acid_transport
g3_resource_acquisition__substrate_uptake__biopolymer_transport
g3_resource_acquisition__substrate_uptake__carbohydrate_transport__carbohydrate_acid_transport
g3_resource_acquisition__substrate_uptake__carbohydrate_transport__carbohydrate_phosphate_transport
g3_resource_acquisition__substrate_uptake__carbohydrate_transport__monosaccharide_transport
g3_resource_acquisition__substrate_uptake__carbohydrate_transport__oligosaccharide_transport
g3_resource_acquisition__substrate_uptake__carbohydrate_transport__oligosaccharide_transport__disaccharide_transport
g3_resource_acquisition__substrate_uptake__carbohydrate_transport__oligosaccharide_transport__tetrasaccharide_transport
g3_resource_acquisition__substrate_uptake__carbohydrate_transport__oligosaccharide_transport__trisaccharide_transport
g3_resource_acquisition__substrate_uptake__carbohydrate_transport__polysaccharide_transport
g3_resource_acquisition__substrate_uptake__carbohydrate_transport__sugar_alcohol_transport
g3_resource_acquisition__substrate_uptake__carboxylate_transport__dicarboxylate_transport
g3_resource_acquisition__substrate_uptake__carboxylate_transport__monocarboxylate_transport
g3_resource_acquisition__substrate_uptake__carboxylate_transport__tricarboxylate_transport
g3_resource_acquisition__substrate_uptake__free_amino_acids_transport
g3_resource_acquisition__substrate_uptake__ion_transport__inorganic_ion_transport
g3_resource_acquisition__substrate_uptake__ion_transport__metal_ion_transport
g3_resource_acquisition__substrate_uptake__lipid_transport
g3_resource_acquisition__substrate_uptake__lipid_transport__cell_membrane_lipid_transport
g3_resource_acquisition__substrate_uptake__lipid_transport__lipid_precursor_transport
g3_resource_acquisition__substrate_uptake__n_compound_transport__amide_transport
g3_resource_acquisition__substrate_uptake__n_compound_transport__ammonium_transport
g3_resource_acquisition__substrate_uptake__n_compound_transport__nitrate_transport
g3_resource_acquisition__substrate_uptake__n_compound_transport__nitrite_transport
g3_resource_acquisition__substrate_uptake__n_compound_transport__nitrogen_transport
g3_resource_acquisition__substrate_uptake__n_compound_transport__urea_transport
g3_resource_acquisition__substrate_uptake__nucleic_acid_component_transport__nucleobase_transport
g3_resource_acquisition__substrate_uptake__nucleic_acid_component_transport__nucleoside_transport
g3_resource_acquisition__substrate_uptake__nucleic_acid_component_transport__nucleotide_transport
g3_resource_acquisition__substrate_uptake__nucleic_acid_component_transport__ribonucleoside_transport
g3_resource_acquisition__substrate_uptake__organophosphorus_compound_transport
g3_resource_acquisition__substrate_uptake__osmolyte_transport
g3_resource_acquisition__substrate_uptake__peptide_transport
g3_resource_acquisition__substrate_uptake__s_compound_transport
g3_resource_acquisition__substrate_uptake__secondary_metabolite_transport__siderophore_based_transport
g3_resource_acquisition__substrate_uptake__vitamin_transport__vitamin_b_transport
g3_resource_acquisition__substrate_uptake__vitamin_transport__vitamin_c_transport
g3_resource_acquisition__substrate_degradation__complex_carbohydrate_depolymerization__cellulose_breakdown
g3_resource_acquisition__substrate_degradation__complex_carbohydrate_depolymerization__chitin_breakdown
g3_resource_acquisition__substrate_degradation__complex_carbohydrate_depolymerization__heteromannan_breakdown
g3_resource_acquisition__substrate_degradation__complex_carbohydrate_depolymerization__mixed_linkage_glucan_breakdown
g3_resource_acquisition__substrate_degradation__complex_carbohydrate_depolymerization__xylan_and_heteroxylan_breakdown
g3_resource_acquisition__substrate_degradation__complex_carbohydrate_depolymerization__xyloglucan_breakdown
g3_resource_acquisition__substrate_degradation__simple_compound_degradation__protein_degradation
g3_resource_acquisition__substrate_degradation__simple_compound_degradation__carbohydrate_degradation__ed_pathway
g3_resource_acquisition__substrate_degradation__simple_compound_degradation__carbohydrate_degradation__emp_pathway
g3_resource_acquisition__substrate_degradation__simple_compound_degradation__carbohydrate_degradation__fructose_degradation
g3_resource_acquisition__substrate_degradation__simple_compound_degradation__carbohydrate_degradation__maltose_degradation
g3_resource_acquisition__substrate_degradation__simple_compound_degradation__carbohydrate_degradation__galactose_degradation
g3_resource_acquisition__substrate_degradation__simple_compound_degradation__carbohydrate_degradation__mannose_degradation
g3_resource_acquisition__substrate_degradation__simple_compound_degradation__carbohydrate_degradation__trehalose_degradation
g3_resource_acquisition__substrate_degradation__simple_compound_degradation__sugar_acid_degradation__galacturonate_degradation
g3_resource_acquisition__substrate_degradation__simple_compound_degradation__sugar_acid_degradation__glucuronate_degradation
g3_resource_acquisition__substrate_degradation__simple_compound_degradation__alcohol_degradation__glycerol_degradation
g3_resource_acquisition__substrate_assimilation__c1_compounds__co2_fixation__calvin_cycle
g3_resource_acquisition__substrate_assimilation__c1_compounds__co2_fixation__dicarboxylate_hydroxybutyrate_pathway
g3_resource_acquisition__substrate_assimilation__c1_compounds__co2_fixation__reductive_citric_acid_pathway
g3_resource_acquisition__substrate_assimilation__c1_compounds__co2_fixation__carboxysome
g3_resource_acquisition__substrate_assimilation__c1_compounds__methanotrophy__methane_oxidation_pathway
g3_resource_acquisition__substrate_assimilation__c1_compounds__methanotrophy__methanol_oxidation_pathway
g3_resource_acquisition__substrate_assimilation__c1_compounds__methanotrophy__formaldehyde_assimilation_with_serine_pathway
g3_resource_acquisition__substrate_assimilation__c1_compounds__methanotrophy__phb_cycle
g3_resource_acquisition__substrate_assimilation__c1_compounds__methanotrophy__h4mpt_pathway
g3_resource_acquisition__substrate_assimilation__c1_compounds__methanotrophy__h4f_pathway
g3_resource_acquisition__substrate_assimilation__n_compounds__assimilatory_nitrate_reduction
g3_resource_acquisition__substrate_assimilation__n_compounds__ammonia_assimilation_to_aspartate
g3_resource_acquisition__substrate_assimilation__n_compounds__ammonia_assimilation_to_glutamate
g3_resource_acquisition__substrate_assimilation__n_compounds__ammonia_assimilation_to_glutamine
g3_resource_acquisition__substrate_assimilation__s_compounds__assimilatory_sulfate_reduction
g3_resource_acquisition__substrate_assimilation__p_compounds__phytase
g3_resource_acquisition__substrate_assimilation__p_compounds__phosphatase
g3_resource_use__chemotrophy__chemoorganoheterotrophy__fermentation_of_pyruvate_to_lactate_and_ethanol
g3_resource_use__chemotrophy__chemoorganoheterotrophy__fermentation_of_pyruvate_to_alcohols
g3_resource_use__chemotrophy__chemoorganoheterotrophy__fermentation_of_pyruvate_to_scfas
g3_resource_use__chemotrophy__chemoorganoheterotrophy__aerobic_respiration__oxidative_pentose_phosphate_pathway
g3_resource_use__chemotrophy__chemoorganoheterotrophy__aerobic_respiration__nonoxidative_pentose_phosphate_pathway
g3_resource_use__chemotrophy__chemoorganoheterotrophy__aerobic_respiration__glyoxylate_cycle
g3_resource_use__chemotrophy__chemoorganoheterotrophy__aerobic_respiration__tca_cycle
g3_resource_use__chemotrophy__chemoorganoheterotrophy__aerobic_respiration__electron_transport_chain___etc_complex_i
g3_resource_use__chemotrophy__chemoorganoheterotrophy__aerobic_respiration__electron_transport_chain___etc_complex_ii
g3_resource_use__chemotrophy__chemoorganoheterotrophy__aerobic_respiration__electron_transport_chain___etc_complex_iii
g3_resource_use__chemotrophy__chemoorganoheterotrophy__aerobic_respiration__electron_transport_chain___etc_complex_iv
g3_resource_use__chemotrophy__chemolithoheterotrophy__anaerobic_respiration__n__denitrification___denitrification_to_nitrite
g3_resource_use__chemotrophy__chemolithoheterotrophy__anaerobic_respiration__n__denitrification___denitrification_to_nitrous_oxide
g3_resource_use__chemotrophy__chemolithoheterotrophy__anaerobic_respiration__n__denitrification___denitrification_to_nitrogen
g3_resource_use__chemotrophy__chemolithoheterotrophy__anaerobic_respiration__hydrogenotrophic_methanogenesis
g3_resource_use__chemotrophy__chemolithoheterotrophy__anaerobic_respiration__methylotrophic_methanogenesis__from_trimethylamine
g3_resource_use__chemotrophy__chemolithoautotrophy__aerobic_ammonia_oxidation
g3_resource_use__chemotrophy__chemolithoautotrophy__nitrite_oxidation
g3_resource_use__chemotrophy__chemolithoautotrophy__sulfide_oxidation
g3_resource_use__chemotrophy__chemolithoautotrophy__sulfite_oxidation
g3_resource_use__chemotrophy__chemolithoautotrophy__thiosulfate_oxidation
g3_resource_use__chemotrophy__chemolithoautotrophy__hydrogenotrophy_from_h2_co2
g3_resource_use__phototrophy__photosystem__oxygenic__oxygenic_photosystem_i
g3_resource_use__phototrophy__photosystem__oxygenic__oxygenic_photosystem_ii
g3_resource_use__phototrophy__photosystem__anoxygenic__anoxygenic_photosystem_ii
g3_resource_use__phototrophy__pigments__core__chlorophyll_a
g3_resource_use__phototrophy__pigments__core__anoxygenic__bacteriochlorophyll_g
g3_resource_use__phototrophy__pigments__accessory__carotenoid__carotene__neurosporene
g3_resource_use__phototrophy__pigments__accessory__carotenoid__carotene__lycopene
g3_resource_use__phototrophy__pigments__accessory__carotenoid__carotene__gammacarotene
g3_resource_use__phototrophy__pigments__accessory__carotenoid__carotene__betacarotene
g3_resource_use__phototrophy__pigments__accessory__carotenoid__xanthophyll__spirilloxanthin
g3_resource_use__phototrophy__pigments__accessory__carotenoid__xanthophyll__oh_spheroidenone
g3_resource_use__phototrophy__pigments__accessory__phycobiliprotein__phycoerythrin
g3_stress_tolerance__general__scavenging_of_reactive_oxygen_species__ros_scavenging_enzymes
g3_stress_tolerance__general__biofilm_formation__eps_biosynthesis_export
g3_stress_tolerance__general__protection__repair__degradation_of_denatured_misfolded_proteins__heat_shock_proteins
g3_stress_tolerance__general__protection__repair__degradation_of_denatured_misfolded_proteins__atp_dependent_proteases
g3_stress_tolerance__specific__temperature__high__protection__repair__degradation_of_denatured_misfolded_proteins__heat_shock_proteins
g3_stress_tolerance__specific__temperature__high__protection__repair__degradation_of_denatured_misfolded_proteins__atp_dependent_proteases
g3_stress_tolerance__specific__temperature__high__heat_induced_transcriptional_regulation__heat_induced_transcription_factor
g3_stress_tolerance__specific__temperature__low__membrane_stabilization__fatty_acid_desaturase
g3_stress_tolerance__specific__temperature__low__destabilization_of_secondary_structures_in_mrnas__mrna_chaperone
g3_stress_tolerance__specific__temperature__low__destabilization_of_secondary_structures_in_mrnas__mrna_stabilization
g3_stress_tolerance__specific__temperature__low__destabilization_of_secondary_structures_in_mrnas__rna_degradation
g3_stress_tolerance__specific__temperature__low__cold_sensing_machinery__cold_sensing_two_component_system
g3_stress_tolerance__specific__desiccation_osmotic_salt_stress__accumulation_of_compatible_solutes__transport_of_compatible_solutes
g3_stress_tolerance__specific__desiccation_osmotic_salt_stress__accumulation_of_compatible_solutes__synthesis_of_compatible_solutes
g3_stress_tolerance__specific__desiccation_osmotic_salt_stress__enhancement_of_microenvironment__eps_biosynthesis_export
g3_stress_tolerance__specific__desiccation_osmotic_salt_stress__osmotic_sensing__two_component_systems__osmotic_sensors_salt_potassium_sensors
g3_stress_tolerance__specific__ph_stress__protection__repair__degradation_of_denatured_misfolded_proteins__periplasmic_acid_resistance_protein
g3_stress_tolerance__specific__ph_stress__protection__repair__degradation_of_denatured_misfolded_proteins__atp_dependent_proteases
g3_stress_tolerance__specific__ph_stress__membrane_stabilization__cyclopropane_fatty_acid__cfa__synthase
g3_stress_tolerance__specific__ph_stress__redox_sensing__redox_sensing_two_component_systems
g3_stress_tolerance__specific__ph_stress__redox_sensing__redox_sensitive_transcription_factor
g3_stress_tolerance__specific__ph_stress__consumption_of_excessive_cytoplasmic_protons__urease_system
g3_stress_tolerance__specific__ph_stress__consumption_of_excessive_cytoplasmic_protons__decarboxylase_and_antiporter_systems
g3_stress_tolerance__specific__oxidative_stress__scavenging_of_reactive_oxygen_species__ros_scavenging_enzymes
g3_stress_tolerance__specific__oxidative_stress__redox_sensing__redox_sensing_two_component_systems
g3_stress_tolerance__specific__oxygen_limitation__redox_sensing__redox_sensing_two_component_systems
g3_stress_tolerance__specific__envelope_stress__misfolded_protein_secretion_stress_sensing__misfolded_proteins_secretion_stress_two_component_systems
g3_stress_tolerance__specific__envelope_stress__phage_resistance__phage_shock_system
hmm_serc
hmm_prk
hmm_rbcs
hmm_rbcl
hmm_pgk
hmm_gapa.nad_
hmm_gapa.nadp_
hmm_aldo.classi_1
hmm_aldo.classi_2
hmm_aldo.classii
hmm_fbpi
hmm_fbpii
hmm_fbpiii
hmm_fbpi_sebp
hmm_fbpii_sebp
hmm_rpia
hmm_rpib
hmm_tpi
hmm_tkt
hmm_pora
hmm_porb
hmm_porg
hmm_aclb
hmm_ppc
hmm_mdh
hmm_fumi
hmm_fumalpha
hmm_fumii
hmm_sdha
hmm_sdhb
hmm_sdhc
hmm_sdhd
hmm_frdb
hmm_frdd
hmm_succ
hmm_sucd
hmm_ofora
hmm_oforb
hmm_oforc
hmm_icd
hmm_acna
hmm_acnb
hmm_ppdk
hmm_mcl
hmm_bccp
hmm_accc
hmm_acca
hmm_accd
hmm_epi
hmm_mut
hmm_mfch
hmm_mct
hmm_meh
hmm_ftfl
hmm_fold
hmm_metf
hmm_pta1
hmm_pta2
hmm_acka
hmm_atob
hmm_pps
hmm_eutm
hmm_eutn
hmm_ccml
hmm_cite
hmm_citf
hmm_pyc
hmm_pyca
hmm_hbd
hmm_crt
hmm_fadb
hmm_fadj
hmm_bcd
hmm_atoa
hmm_atod
hmm_adc
hmm_isopadh
hmm_aclslarge
hmm_aclssmall_1
hmm_alsd
hmm_butb
hmm_aldh
hmm_adh
hmm_adhp
hmm_exaa
hmm_ldh
hmm_xpk
hmm_gpma
hmm_gpmb
hmm_gpmi
hmm_apgm
hmm_eno
hmm_pct
hmm_glda
hmm_dak
hmm_uxac
hmm_uxab
hmm_uxaa
hmm_galm
hmm_galk
hmm_galt
hmm_gale
hmm_capd
hmm_mana
hmm_fuci
hmm_fuca
hmm_scrk
hmm_fruk
hmm_uxub
hmm_uxua
hmm_pdhd
hmm_ogdh
hmm_dlst
hmm_acea
hmm_aceb
hmm_glta
hmm_flgn
hmm_flga
hmm_flgm
hmm_flia
hmm_flhc
hmm_flhd
hmm_flih
hmm_flii
hmm_flio
hmm_fliq
hmm_flip
hmm_flir
hmm_flha
hmm_flhb
hmm_flim
hmm_flin
hmm_flif
hmm_flig
hmm_flie
hmm_flgb
hmm_flgc
hmm_flgh
hmm_flgi
hmm_flgf
hmm_flgg
hmm_flge
hmm_flik
hmm_flgd
hmm_flgl
hmm_flgk
hmm_flic
hmm_flid
hmm_mota
hmm_motb
hmm_tres1
hmm_malq
hmm_jgt
hmm_glk
hmm_pgi
hmm_pgi_arch
hmm_pgi_tal
hmm_pgi_pmi
hmm_pfk
hmm_pfka
hmm_pfkb
hmm_pyk
hmm_pcka1
hmm_pcka2
hmm_gpd
hmm_pgl_1
hmm_pgl_2
hmm_edd
hmm_eda
hmm_llde
hmm_lldf
hmm_lldg
hmm_pgd
hmm_rpe
hmm_tal
hmm_prs
hmm_acss
hmm_fwda
hmm_fwdb
hmm_fwdc
hmm_fwde
hmm_ftr
hmm_mtdch
hmm_mer
hmm_mttb
hmm_dmd_tmd
hmm_glya
hmm_agxt
hmm_hpra
hmm_mtkb
hmm_phbc
hmm_phaz
hmm_fae
hmm_fcha
hmm_pmoa_amoa
hmm_pmob_amob
hmm_pmoc_amoc
hmm_mxag
hmm_mxad
hmm_xoxf
hmm_mtda
hmm_mtdb
hmm_mxar
hmm_narg
hmm_narh
hmm_nari_dsrm
hmm_napa
hmm_napb
hmm_nirs
hmm_nirk
hmm_nirb
hmm_norb
hmm_norc
hmm_nasa
hmm_nosz
hmm_narb
hmm_nird
hmm_nrfa
hmm_nrfh
hmm_nira
hmm_hao
hmm_gdh2
hmm_gdha_1
hmm_gdha_2
hmm_gltb
hmm_gltd
hmm_glts1
hmm_glna
hmm_aspb
hmm_phoa
hmm_phod
hmm_phy
hmm_psaa
hmm_psab
hmm_psac
hmm_psai
hmm_psaj
hmm_psam
hmm_psba
hmm_psbb
hmm_psbc
hmm_psbd
hmm_psbe
hmm_psbf
hmm_psbj
hmm_psbk
hmm_psbl
hmm_psbm
hmm_psbt
hmm_psbz
hmm_psbv
hmm_peta
hmm_petb
hmm_petc
hmm_petd
hmm_petg
hmm_petj
hmm_pufl
hmm_pufm
hmm_puha
hmm_pufc
hmm_pufa
hmm_pufb
hmm_puca
hmm_pucb
hmm_cpes
hmm_cpet
hmm_cpey
hmm_bchh
hmm_bchm
hmm_bche
hmm_chle
hmm_bchj
hmm_por
hmm_chll
hmm_bchx
hmm_bchf
hmm_bchc
hmm_bchg
hmm_bchp
hmm_crtb
hmm_crti
hmm_crtc
hmm_crtd
hmm_crtf
hmm_crta
hmm_crty
hmm_crtl1
hmm_crtu
hmm_ggt
hmm_pepa_m17
hmm_pepn
hmm_pept
hmm_pip
hmm_pepp
hmm_map
hmm_dmpa
hmm_pepd_m20
hmm_pepd_s1
hmm_pepq
hmm_pepx
hmm_dcp
hmm_cpg
hmm_ldca
hmm_e3.4.17.19
hmm_pcp
hmm_e3.4.21.50
hmm_lon
hmm_ptrb
hmm_clpp
hmm_prlc
hmm_hslv
hmm_bepa
hmm_cpaa
hmm_pild
hmm_lepb
hmm_lspa
hmm_psma
hmm_psmb
hmm_hyad
hmm_prc
hmm_hflb
hmm_hhob
hmm_lonh
hmm_degp
hmm_degq
hmm_sppa
hmm_sohb
hmm_ydgd
hmm_pfpi
hmm_e3.4.11.10
hmm_pepe
hmm_cpt
hmm_prep
hmm_dacc
hmm_dacb
hmm_vany
hmm_mepa
hmm_pbpg
hmm_pqql
hmm_pepo
hmm_loip
hmm_prtc_m10
hmm_prtc_u32
hmm_pepf
hmm_vanx
hmm_pepda
hmm_tri
hmm_mtfa
hmm_rsep
hmm_iaaa
hmm_sipw
hmm_meps
hmm_apre2
hmm_dppa
hmm_yydh
hmm_cwlk
hmm_aprx
hmm_glup
hmm_mepm
hmm_amps
hmm_zmpb_m4
hmm_tet
hmm_sgcx
hmm_ykfc
hmm_e3.4.21.121
hmm_pbp4b
hmm_ycbb
hmm_cwlo
hmm_lyth
hmm_hpxw
hmm_tpda
hmm_prsw
hmm_sat
hmm_dsre
hmm_dsrf
hmm_dsrh
hmm_sorb
hmm_soea
hmm_soeb
hmm_soec
hmm_fcca
hmm_fccb
hmm_sqr
hmm_ssea
hmm_soxb
hmm_soxc
hmm_soxd
hmm_doxd
hmm_tsda
hmm_dmsc
hmm_hdrb2
hmm_cysnc
hmm_cysn
hmm_cysd
hmm_cysc
hmm_cysh
hmm_cysi
hmm_cysj
hmm_sir
hmm_kate
hmm_katg
hmm_alge
hmm_psla
hmm_pslb
hmm_pslf
hmm_pslg
hmm_pslh
hmm_pela
hmm_pelb
hmm_pelc
hmm_peld
hmm_pelg
hmm_lpta
hmm_lptb
hmm_lptc
hmm_lptd
hmm_lpte
hmm_lptf
hmm_lptg
hmm_wcab
hmm_wcac
hmm_wcae
hmm_wcaf
hmm_wcai
hmm_wcaj
hmm_wcak
hmm_wcal
hmm_groes
hmm_grpe
hmm_dnaj
hmm_groel
hmm_dnak
hmm_hslu
hmm_clpa
hmm_clpb
hmm_clpc
hmm_clpx
hmm_hrca
hmm_mazf
hmm_maze
hmm_rele
hmm_relb
hmm_phoq
hmm_phop
hmm_soda
hmm_cspa
hmm_desa
hmm_desk
hmm_desr
hmm_dead
hmm_rnr
hmm_pnp
hmm_ahpc_1
hmm_ahpc_2
hmm_ahpc_3
hmm_ahpf
hmm_prob
hmm_proa
hmm_proc
hmm_rocd
hmm_ocd
hmm_otsa
hmm_otsb
hmm_tps
hmm_beta
hmm_betb
hmm_gpgp
hmm_prop
hmm_prov
hmm_prow
hmm_prox
hmm_mscs
hmm_mscl
hmm_oxyr
hmm_soxr
hmm_perr
hmm_ohrr
hmm_urea
hmm_ureb
hmm_urec
hmm_ureab
hmm_adia
hmm_spea
hmm_pdad
hmm_rocf
hmm_glsa
hmm_gadab
hmm_gadc
hmm_spef
hmm_pote
hmm_hdeb
hmm_cfa
hmm_devs
hmm_devr
