bin	id
WM11_S6_019	K16087
WM11_S6_019	K16089
WM11_S6_019	K16091
WM11_S6_019	K16092
WM11_S6_019	K16137
WM11_S6_019	K16165
WM11_S6_019	K16267
WM11_S6_019	K16322
WM11_S6_019	K16363
WM11_S6_019	K16559
WM11_S6_019	K16566
WM11_S6_019	K16568
WM11_S6_019	K16692
WM11_S6_019	K16694
WM11_S6_019	K16697
WM11_S6_019	K16698
WM11_S6_019	K16703
WM11_S6_019	K16704
WM11_S6_019	K16870
WM11_S6_019	K16898
WM11_S6_019	K16899
WM11_S6_019	K17080
WM11_S6_019	K17103
WM11_S6_019	K17104
WM11_S6_019	K17105
WM11_S6_019	K17286
WM11_S6_019	K17290
WM11_S6_019	K17450
WM11_S6_019	K17462
WM11_S6_019	K17677
WM11_S6_019	K17734
WM11_S6_019	K17768
WM11_S6_019	K17838
WM11_S6_019	K17948
WM11_S6_019	K18136
WM11_S6_019	K18138
WM11_S6_019	K18139
WM11_S6_019	K18189
WM11_S6_019	K18244
WM11_S6_019	K18285
WM11_S6_019	K18302
WM11_S6_019	K18534
WM11_S6_019	K18567
WM11_S6_019	K18573
WM11_S6_019	K18574
WM11_S6_019	K18649
WM11_S6_019	K18665
WM11_S6_019	K18672
WM11_S6_019	K18676
WM11_S6_019	K18682
WM11_S6_019	K18703
WM11_S6_019	K18707
WM11_S6_019	K18814
WM11_S6_019	K18855
WM11_S6_019	K18889
WM11_S6_019	K18890
WM11_S6_019	K18896
WM11_S6_019	K18931
WM11_S6_019	K18933
WM11_S6_019	K18954
WM11_S6_019	K18979
WM11_S6_019	K18987
WM11_S6_019	K18988
WM11_S6_019	K18989
WM11_S6_019	K19002
WM11_S6_019	K19005
WM11_S6_019	K19036
WM11_S6_019	K19223
WM11_S6_019	K19266
WM11_S6_019	K19294
WM11_S6_019	K19295
WM11_S6_019	K19302
WM11_S6_019	K19304
WM11_S6_019	K19353
WM11_S6_019	K19360
WM11_S6_019	K19423
WM11_S6_019	K19540
WM11_S6_019	K19589
WM11_S6_019	K19611
WM11_S6_019	K19613
WM11_S6_019	K19659
WM11_S6_019	K19691
WM11_S6_019	K19692
WM11_S6_019	K19693
WM11_S6_019	K19694
WM11_S6_019	K19701
WM11_S6_019	K19714
WM11_S6_019	K19715
WM11_S6_019	K19784
WM11_S6_019	K19788
WM11_S6_019	K19802
WM11_S6_019	K19997
WM11_S6_019	K20151
WM11_S6_019	K20429
WM11_S6_019	K20480
WM11_S6_019	K20534
WM11_S6_019	K20608
WM11_S6_019	K20742
WM11_S6_019	K20810
WM11_S6_019	K20866
WM11_S6_019	K20971
WM11_S6_019	K20974
WM11_S6_019	K20977
WM11_S6_019	K20997
WM11_S6_019	K21001
WM11_S6_019	K21030
WM11_S6_019	K21057
WM11_S6_019	K21084
WM11_S6_019	K21134
WM11_S6_019	K21138
WM11_S6_019	K21162
WM11_S6_019	K21304
WM11_S6_019	K21328
WM11_S6_019	K21344
WM11_S6_019	K21367
WM11_S6_019	K21379
WM11_S6_019	K21397
WM11_S6_019	K21402
WM11_S6_019	K21430
WM11_S6_019	K21470
WM11_S6_019	K21478
WM11_S6_019	K21552
WM11_S6_019	K21556
WM11_S6_019	K21562
WM11_S6_019	K21567
WM11_S6_019	K21573
WM11_S6_019	K21834
WM11_S6_019	K21866
WM11_S6_019	K22041
WM11_S6_019	K22074
WM11_S6_019	K22109
WM11_S6_019	K22132
WM11_S6_019	K22135
WM11_S6_019	K22136
WM11_S6_019	K22205
WM11_S6_019	K22211
WM11_S6_019	K22226
WM11_S6_019	K22278
WM11_S6_019	K22390
WM11_S6_019	K22391
WM11_S6_019	K22441
WM11_S6_019	K22470
WM11_S6_019	K22479
WM11_S6_019	K22489
WM11_S6_019	K22491
WM11_S6_019	K22552
WM11_S6_019	K22579
WM11_S6_019	K22580
WM11_S6_019	K22618
WM11_S6_019	K22719
WM11_S6_019	K22736
WM11_S6_019	K22757
WM11_S6_019	K22881
WM11_S6_019	K22883
WM11_S6_019	K23010
WM11_S6_019	K23054
WM11_S6_019	K23107
WM11_S6_019	K23144
WM11_S6_019	K23258
WM11_S6_019	K23265
WM11_S6_019	K23269
WM11_S6_019	K23300
WM11_S6_019	K23301
WM11_S6_019	K23302
WM11_S6_019	K23351
WM11_S6_019	K23424
WM11_S6_019	K23464
WM11_S6_019	K23529
WM11_S6_019	K23593
WM11_S6_019	K23684
WM11_S6_019	K23911
WM11_S6_019	K24073
WM11_S6_019	K24083
WM11_S6_019	K24085
WM11_S6_019	K24120
WM11_S6_019	K24129
WM11_S6_019	K24131
WM11_S6_019	K24158
WM11_S6_019	K24162
WM11_S6_019	K24163
WM11_S6_019	K24204
WM11_S6_019	K24217
WM11_S6_019	K24300
WM11_S6_019	K24326
WM11_S6_019	K24456
WM11_S6_019	K24866
WM11_S6_019	K24929
WM11_S6_019	K24936
WM11_S6_019	K24937
WM11_S6_019	K24948
WM11_S6_019	K25027
WM11_S6_019	K25028
WM11_S6_019	K25034
WM11_S6_019	K25137
WM11_S6_019	K25151
WM11_S6_019	K25152
WM11_S6_019	K25153
