bin	id
WM01_S1_026	K03366
WM01_S1_026	K03424
WM01_S1_026	K03431
WM01_S1_026	K03431
WM01_S1_026	K03438
WM01_S1_026	K03438
WM01_S1_026	K03500
WM01_S1_026	K03500
WM01_S1_026	K03515
WM01_S1_026	K03518
WM01_S1_026	K03574
WM01_S1_026	K03579
WM01_S1_026	K03587
WM01_S1_026	K03587
WM01_S1_026	K03770
WM01_S1_026	K03771
WM01_S1_026	K03782
WM01_S1_026	K03782
WM01_S1_026	K03782
WM01_S1_026	K03782
WM01_S1_026	K03782
WM01_S1_026	K03783
WM01_S1_026	K03783
WM01_S1_026	K03784
WM01_S1_026	K03784
WM01_S1_026	K03786
WM01_S1_026	K03786
WM01_S1_026	K03817
WM01_S1_026	K03817
WM01_S1_026	K03820
WM01_S1_026	K03820
WM01_S1_026	K03824
WM01_S1_026	K03824
WM01_S1_026	K03828
WM01_S1_026	K03828
WM01_S1_026	K03829
WM01_S1_026	K03829
WM01_S1_026	K03852
WM01_S1_026	K03852
WM01_S1_026	K03885
WM01_S1_026	K03934
WM01_S1_026	K03937
WM01_S1_026	K03953
WM01_S1_026	K04014
WM01_S1_026	K04487
WM01_S1_026	K04518
WM01_S1_026	K05350
WM01_S1_026	K05350
WM01_S1_026	K05350
WM01_S1_026	K05350
WM01_S1_026	K05366
WM01_S1_026	K05366
WM01_S1_026	K05366
WM01_S1_026	K05366
WM01_S1_026	K05366
WM01_S1_026	K05366
WM01_S1_026	K05551
WM01_S1_026	K05551
WM01_S1_026	K05556
WM01_S1_026	K05556
WM01_S1_026	K05556
WM01_S1_026	K05556
WM01_S1_026	K05556
WM01_S1_026	K05573
WM01_S1_026	K05575
WM01_S1_026	K05587
WM01_S1_026	K05592
WM01_S1_026	K05712
WM01_S1_026	K05712
WM01_S1_026	K05712
WM01_S1_026	K05712
WM01_S1_026	K05714
WM01_S1_026	K05780
WM01_S1_026	K05781
WM01_S1_026	K05825
WM01_S1_026	K05825
WM01_S1_026	K05825
WM01_S1_026	K05864
WM01_S1_026	K05878
WM01_S1_026	K06023
WM01_S1_026	K06023
WM01_S1_026	K06023
WM01_S1_026	K06023
WM01_S1_026	K06130
WM01_S1_026	K06130
WM01_S1_026	K06861
WM01_S1_026	K06949
WM01_S1_026	K06969
WM01_S1_026	K06969
WM01_S1_026	K07091
WM01_S1_026	K07250
WM01_S1_026	K07250
WM01_S1_026	K07258
WM01_S1_026	K07258
WM01_S1_026	K07259
WM01_S1_026	K07259
WM01_S1_026	K07272
WM01_S1_026	K07272
WM01_S1_026	K07272
WM01_S1_026	K07272
WM01_S1_026	K07272
WM01_S1_026	K07272
WM01_S1_026	K07402
WM01_S1_026	K07511
WM01_S1_026	K07511
WM01_S1_026	K07511
WM01_S1_026	K07511
WM01_S1_026	K07511
WM01_S1_026	K07511
WM01_S1_026	K07535
WM01_S1_026	K07535
WM01_S1_026	K07535
WM01_S1_026	K07535
WM01_S1_026	K07535
WM01_S1_026	K07552
WM01_S1_026	K07636
WM01_S1_026	K07636
WM01_S1_026	K07636
WM01_S1_026	K07638
WM01_S1_026	K07638
WM01_S1_026	K07638
WM01_S1_026	K07642
WM01_S1_026	K07642
WM01_S1_026	K07642
WM01_S1_026	K07644
WM01_S1_026	K07644
WM01_S1_026	K07644
WM01_S1_026	K07645
WM01_S1_026	K07645
WM01_S1_026	K07645
WM01_S1_026	K07679
WM01_S1_026	K07679
WM01_S1_026	K07679
WM01_S1_026	K07708
WM01_S1_026	K07708
WM01_S1_026	K07708
WM01_S1_026	K07709
WM01_S1_026	K07709
WM01_S1_026	K07709
WM01_S1_026	K08153
WM01_S1_026	K08167
WM01_S1_026	K08217
WM01_S1_026	K08219
WM01_S1_026	K08221
WM01_S1_026	K08223
WM01_S1_026	K08282
WM01_S1_026	K08282
WM01_S1_026	K08282
WM01_S1_026	K08296
WM01_S1_026	K08298
WM01_S1_026	K08299
WM01_S1_026	K08299
WM01_S1_026	K08299
WM01_S1_026	K08299
WM01_S1_026	K08299
WM01_S1_026	K08299
WM01_S1_026	K08299
WM01_S1_026	K08299
WM01_S1_026	K08688
WM01_S1_026	K08688
WM01_S1_026	K08691
WM01_S1_026	K08723
WM01_S1_026	K08723
WM01_S1_026	K09013
WM01_S1_026	K09470
WM01_S1_026	K09471
WM01_S1_026	K09510
WM01_S1_026	K09667
WM01_S1_026	K09667
WM01_S1_026	K09667
WM01_S1_026	K09667
WM01_S1_026	K09667
WM01_S1_026	K09667
WM01_S1_026	K09696
WM01_S1_026	K09699
WM01_S1_026	K09761
WM01_S1_026	K09761
WM01_S1_026	K09808
WM01_S1_026	K09810
WM01_S1_026	K09811
WM01_S1_026	K09812
WM01_S1_026	K09815
WM01_S1_026	K09816
WM01_S1_026	K09817
WM01_S1_026	K09903
