OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU6327	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	?	?
OTU6331	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	?	?
OTU6328	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Longivirga	?
OTU6330	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	?	?
OTU6335	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	C1-B045	?
OTU6332	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU6333	Bacteria	Proteobacteria	?	?	?	?	?
OTU6336	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Ahniella	?
OTU6337	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU6342	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU6338	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	?	?
OTU6341	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	?	?
OTU6339	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera	?
OTU6345	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	?	?	?
OTU6343	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?
OTU6346	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	?	?
OTU6347	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	?	?
OTU6340	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	?	?
OTU6348	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	?
OTU6334	Eukaryota	Archamoebae	Incertae Sedis	?	?	?	?
OTU6349	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	?
OTU6350	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU6352	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	?	?
OTU6355	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	?
OTU6351	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	?	?
OTU6353	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU6357	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	metagenome
OTU6356	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU6354	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	?
OTU6358	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	?	?
OTU6359	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	?	?
OTU6361	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU6360	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	?	?
OTU6363	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU6364	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU6365	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	?	?	?
OTU6368	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	?	?	?
OTU6367	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	metagenome
OTU6366	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	metagenome
OTU6371	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU6370	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	?	?
OTU6369	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	uncultured Aciditerrimonas sp.	?	?
OTU6372	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?
OTU6373	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU6374	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	?	?
OTU6375	Bacteria	Actinobacteriota	Actinobacteria	PeM15	?	?	?
OTU6376	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	?
OTU6377	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	?	?
OTU6380	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	?	?	?
OTU6379	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	?
OTU6378	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	?	?
OTU6362	Eukaryota	Zoopagomycota	Incertae Sedis	Zoopagales	?	Acaulopage	Acaulopage dichotoma
OTU6381	Bacteria	NB1-j	?	?	?	?	?
OTU6382	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU6383	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU6384	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	?	?
OTU6385	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	?	?
OTU6386	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517	?
OTU6389	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	?	?
OTU6391	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	?
OTU6388	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	?	?	?
OTU6392	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	?	?
OTU6390	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria	?
OTU6393	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	?	?
OTU6395	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	?	?
OTU6399	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	?	?
OTU6397	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	?
OTU6394	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	?	?	?
OTU6401	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	?	?	?
OTU6403	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	?
OTU6396	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	metagenome	?
OTU6400	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	?	?
OTU6398	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	?	?	?
OTU6405	Bacteria	Actinobacteriota	?	?	?	?	?
OTU6402	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	?	?	?
OTU6404	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus
OTU6408	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	?	?
OTU6407	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU6413	Bacteria	Actinobacteriota	Actinobacteria	PeM15	?	?	?
OTU6410	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	LiUU-11-161	metagenome	?
OTU6416	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	uncultured actinobacterium	?	?
OTU6411	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	?
OTU6412	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU6414	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	uncultured Bacteroidetes bacterium	?
OTU6415	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	?	?	?
OTU6420	Bacteria	Chloroflexi	KD4-96	?	?	?	?
OTU6417	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	?	?
OTU6418	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	?	?	?
OTU6419	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU6406	Eukaryota	Euglenozoa	Kinetoplastea	Neobodonida	?	Neobodo	Austrofundulus limnaeus
OTU6421	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	?
OTU6422	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU6423	Bacteria	?	?	?	?	?	?
OTU6409	Eukaryota	Archamoebae	Incertae Sedis	?	?	?	?
OTU6424	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	?
OTU6427	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	?	?
OTU6426	Bacteria	FCPU426	?	?	?	?	?
OTU6425	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	?	?
OTU6434	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU6430	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU6429	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	?	?
OTU6432	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU6435	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	metagenome
OTU6437	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	metagenome	?	?
OTU6438	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	?	?	?
OTU6439	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	?
OTU6440	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	?	?
OTU6442	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	?	?
OTU6441	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera elsdenii
OTU6431	Eukaryota	Archamoebae	Incertae Sedis	?	?	?	?
OTU6443	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	?	?
OTU6446	Bacteria	Chloroflexi	TK10	?	?	?	?
OTU6445	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	?
OTU6444	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	?	?	?
OTU6447	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	myxobacterium AT3-03
OTU6448	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	?	uncultured organism	?
OTU6451	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU6450	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	?
OTU6449	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea	?
OTU6455	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	?
OTU6453	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	?	?
OTU6454	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	?	?	?
OTU6456	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Longivirga	?
OTU6458	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	?	?	?
OTU6452	Bacteria	?	?	?	?	?	?
OTU6457	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU6461	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU6459	Bacteria	Chloroflexi	OLB14	metagenome	?	?	?
OTU6460	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	?
OTU6462	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	?	?
OTU6463	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU6464	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	?	?
OTU6468	Bacteria	NB1-j	?	?	?	?	?
OTU6465	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	?
OTU6469	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	metagenome
OTU6467	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	?	?	?
OTU6471	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU6470	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	?	?	?
OTU6477	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	?
OTU6473	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	?	?
OTU6476	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU6474	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	?	?
OTU6472	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	Candidatus Nanopelagicus
OTU6480	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter	metagenome
OTU6475	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Trachydiscus minutus	?	?
OTU6483	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU6481	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	?
OTU6482	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU6484	Bacteria	Chloroflexi	JG30-KF-CM66	?	?	?	?
OTU6485	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU6488	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	?
OTU6486	Bacteria	Chloroflexi	TK10	?	?	?	?
OTU6492	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	?
OTU6487	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU6494	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	?
OTU6490	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rubritepida	uncultured soil bacterium
OTU6489	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Metachlamydia	Candidatus Metachlamydia
OTU6493	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	?	?
OTU6497	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU6491	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	?
OTU6495	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	metagenome
OTU6498	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU6499	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	?	?
OTU6496	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU6500	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	?	?
OTU6505	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Longivirga	?
OTU6501	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	?	?
OTU6503	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU6502	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	?	?	?
OTU6504	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	?	?
OTU6506	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	metagenome	?
OTU6507	Bacteria	Proteobacteria	Alphaproteobacteria	?	Lacibacterium aquatile	?	?
OTU6509	Bacteria	Myxococcota	Polyangia	mle1-27	metagenome	?	?
OTU6508	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	?	?
OTU6511	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	?
OTU6512	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	?	?
OTU6516	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	?	?
OTU6518	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	?
OTU6515	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD3-93	?	?
OTU6514	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	?	?
OTU6521	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU6517	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	uncultured Acidobacteria bacterium	?	?
OTU6522	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	?	?
OTU6519	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU6520	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	Hypsibius dujardini
OTU6527	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU6526	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
OTU6523	Bacteria	Desulfobacterota	?	?	?	?	?
OTU6524	Bacteria	Planctomycetota	vadinHA49	?	?	?	?
OTU6525	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter	?
OTU6530	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	?	?
OTU6531	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU6528	Bacteria	Chloroflexi	SL56 marine group	marine metagenome	?	?	?
OTU6529	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	?	?
OTU6535	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	?
OTU6533	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	?	?
OTU6536	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	?
OTU6537	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	?
OTU6538	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU6539	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	?	?	?
OTU6540	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	?	?
OTU6542	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	?	?	?
OTU6541	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	metagenome
OTU6543	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	?	?
OTU6546	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea	?
OTU6548	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	?
OTU6549	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	?	?
OTU6545	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	?
OTU6551	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU6547	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	?	?
OTU6544	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU6550	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	?	?
OTU6554	Bacteria	Myxococcota	Polyangia	Polyangiales	?	?	?
OTU6553	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
OTU6552	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Pseudarcicella	?
OTU6557	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	?	?
OTU6555	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?
OTU6560	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	?	?
OTU6556	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU6558	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	metagenome
OTU6559	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	uncultured Bacteroidetes bacterium
OTU6563	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?
OTU6561	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	?	?
OTU6565	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	?	?
OTU6562	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	?	?
OTU6564	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	?	?
OTU6566	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	?	?	?
OTU6567	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU6571	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	?
OTU6570	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	?
OTU6568	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter	?
OTU6569	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	bacterium ic1395
OTU6572	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	?	?
OTU6573	Bacteria	Acidobacteriota	Acidobacteriae	?	?	?	?
OTU6574	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	?	?	?
OTU6578	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU6575	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	?
OTU6577	Bacteria	Myxococcota	Polyangia	mle1-27	metagenome	?	?
OTU6576	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	?
OTU6580	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	?
OTU6579	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	?	?
OTU6581	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Phreatobacter	Alphaproteobacteria bacterium
OTU6586	Bacteria	Acidobacteriota	Subgroup 22	?	?	?	?
OTU6582	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
OTU6584	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	?	?	?
OTU6583	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU6585	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
OTU6587	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	metagenome	?
OTU6590	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	?	?
OTU6588	Bacteria	Chloroflexi	OLB14	metagenome	?	?	?
OTU6592	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	?	?
OTU6589	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU6595	Bacteria	Planctomycetota	OM190	?	?	?	?
OTU6591	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	?
OTU6593	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	?	?	?
OTU6594	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	?	?
OTU6597	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	?	metagenome	?
OTU6596	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	?	?
OTU6601	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	AAP99	?
OTU6598	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU6599	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	?	?
OTU6600	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
OTU6603	Bacteria	Chloroflexi	OLB14	?	?	?	?
OTU6604	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	?	?
OTU6609	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD3-93	?	?
OTU6608	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
OTU6606	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	?	?
OTU6607	Bacteria	Patescibacteria	Parcubacteria	?	?	?	?
OTU6605	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	metagenome	?
OTU6611	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	?
OTU6610	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
OTU6613	Archaea	Aenigmarchaeota	Aenigmarchaeia	Aenigmarchaeales	uncultured archaeon	?	?
OTU6615	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Longivirga	?
