Genome	WM01_S1_R1_001_val_1.fq.gz Relative Abundance (%)	WM01_S1_R1_001_val_1.fq.gz Mean	WM01_S1_R2_001_val_2.fq.gz Relative Abundance (%)	WM01_S1_R2_001_val_2.fq.gz Mean	WM02_S2_R1_001_val_1.fq.gz Relative Abundance (%)	WM02_S2_R1_001_val_1.fq.gz Mean	WM02_S2_R2_001_val_2.fq.gz Relative Abundance (%)	WM02_S2_R2_001_val_2.fq.gz Mean	WM03_S3_R1_001_val_1.fq.gz Relative Abundance (%)	WM03_S3_R1_001_val_1.fq.gz Mean	WM03_S3_R2_001_val_2.fq.gz Relative Abundance (%)	WM03_S3_R2_001_val_2.fq.gz Mean	WM04_S4_R1_001_val_1.fq.gz Relative Abundance (%)	WM04_S4_R1_001_val_1.fq.gz Mean	WM04_S4_R2_001_val_2.fq.gz Relative Abundance (%)	WM04_S4_R2_001_val_2.fq.gz Mean	WM05_S5_R1_001_val_1.fq.gz Relative Abundance (%)	WM05_S5_R1_001_val_1.fq.gz Mean	WM05_S5_R2_001_val_2.fq.gz Relative Abundance (%)	WM05_S5_R2_001_val_2.fq.gz Mean	WM11_S6_R1_001_val_1.fq.gz Relative Abundance (%)	WM11_S6_R1_001_val_1.fq.gz Mean	WM11_S6_R2_001_val_2.fq.gz Relative Abundance (%)	WM11_S6_R2_001_val_2.fq.gz Mean	WM12_S7_R1_001_val_1.fq.gz Relative Abundance (%)	WM12_S7_R1_001_val_1.fq.gz Mean	WM12_S7_R2_001_val_2.fq.gz Relative Abundance (%)	WM12_S7_R2_001_val_2.fq.gz Mean	WM13_S8_R1_001_val_1.fq.gz Relative Abundance (%)	WM13_S8_R1_001_val_1.fq.gz Mean	WM13_S8_R2_001_val_2.fq.gz Relative Abundance (%)	WM13_S8_R2_001_val_2.fq.gz Mean	WM14_S9_R1_001_val_1.fq.gz Relative Abundance (%)	WM14_S9_R1_001_val_1.fq.gz Mean	WM14_S9_R2_001_val_2.fq.gz Relative Abundance (%)	WM14_S9_R2_001_val_2.fq.gz Mean	WM15_S10_R1_001_val_1.fq.gz Relative Abundance (%)	WM15_S10_R1_001_val_1.fq.gz Mean	WM15_S10_R2_001_val_2.fq.gz Relative Abundance (%)	WM15_S10_R2_001_val_2.fq.gz Mean	WM16_S11_R1_001_val_1.fq.gz Relative Abundance (%)	WM16_S11_R1_001_val_1.fq.gz Mean	WM16_S11_R2_001_val_2.fq.gz Relative Abundance (%)	WM16_S11_R2_001_val_2.fq.gz Mean	WM17_S12_R1_001_val_1.fq.gz Relative Abundance (%)	WM17_S12_R1_001_val_1.fq.gz Mean	WM17_S12_R2_001_val_2.fq.gz Relative Abundance (%)	WM17_S12_R2_001_val_2.fq.gz Mean	WM18_S13_R1_001_val_1.fq.gz Relative Abundance (%)	WM18_S13_R1_001_val_1.fq.gz Mean	WM18_S13_R2_001_val_2.fq.gz Relative Abundance (%)	WM18_S13_R2_001_val_2.fq.gz Mean	WM19_S14_R1_001_val_1.fq.gz Relative Abundance (%)	WM19_S14_R1_001_val_1.fq.gz Mean	WM19_S14_R2_001_val_2.fq.gz Relative Abundance (%)	WM19_S14_R2_001_val_2.fq.gz Mean	WM20_S15_R1_001_val_1.fq.gz Relative Abundance (%)	WM20_S15_R1_001_val_1.fq.gz Mean	WM20_S15_R2_001_val_2.fq.gz Relative Abundance (%)	WM20_S15_R2_001_val_2.fq.gz Mean	WM21_S16_R1_001_val_1.fq.gz Relative Abundance (%)	WM21_S16_R1_001_val_1.fq.gz Mean	WM21_S16_R2_001_val_2.fq.gz Relative Abundance (%)	WM21_S16_R2_001_val_2.fq.gz Mean	WM22_S17_R1_001_val_1.fq.gz Relative Abundance (%)	WM22_S17_R1_001_val_1.fq.gz Mean	WM22_S17_R2_001_val_2.fq.gz Relative Abundance (%)	WM22_S17_R2_001_val_2.fq.gz Mean	WM23_S18_R1_001_val_1.fq.gz Relative Abundance (%)	WM23_S18_R1_001_val_1.fq.gz Mean	WM23_S18_R2_001_val_2.fq.gz Relative Abundance (%)	WM23_S18_R2_001_val_2.fq.gz Mean	WM24_S19_R1_001_val_1.fq.gz Relative Abundance (%)	WM24_S19_R1_001_val_1.fq.gz Mean	WM24_S19_R2_001_val_2.fq.gz Relative Abundance (%)	WM24_S19_R2_001_val_2.fq.gz Mean
WM04_S4_MAGScoT_cleanbin_000023	0.50049	21.274826	0.49843636	21.068268	0.16732793	11.623248	0.16788203	11.533842	0.02197489	1.1277583	0.022695744	1.1573595	0.12874195	6.9208694	0.1289358	6.9019394	0.3176138	17.541126	0.31270078	17.28365	0.18916097	9.29331	0.1886555	9.290656	0.3174597	21.802635	0.3143541	21.5827	0.12091177	6.2198305	0.1204573	6.1883783	0.05349799	2.6527667	0.05390978	2.6769767	0.06128217	3.2088985	0.061226223	3.214714	0.12938844	8.929485	0.1276455	8.863966	0.0733147	4.744827	0.07287708	4.7284694	0.026428292	1.4719578	0.026451927	1.4760264	0.094640985	5.9719815	0.093430154	5.9127393	0.07401218	5.093135	0.073963	5.098303	0.080033414	4.3358912	0.07937104	4.3492117	0.13524608	6.9549966	0.13489217	6.9451165	0.21306653	9.497123	0.21230212	9.472276	0.18239114	7.1599793	0.17988175	7.0882277
WM17_S12_MAGScoT_cleanbin_000007	0.08453649	3.5934768	0.086678885	3.6638057	0.063644186	4.4209723	0.064225085	4.4123964	0.020649677	1.0597479	0.021690702	1.1061078	0.2700123	14.515235	0.2692164	14.411166	0.3297551	18.211662	0.32618526	18.028965	0.18578456	9.12743	0.1848348	9.102499	0.056282222	3.865375	0.056909394	3.9072452	0.00548723	0.282269	0.005963926	0.306391	0	0	0	0	0.08925442	4.6736	0.08888875	4.6671495	0.004359599	0.30086905	0.0051150545	0.35519996	0.25434032	16.460556	0.25185102	16.3408	0.011512331	0.6411941	0.012185418	0.6799504	0.0037867336	0.2389483	0.0042400174	0.26833004	0.28586698	19.671885	0.28432706	19.598791	0.0117256725	0.6352502	0.01221507	0.6693364	0.086763985	4.4618163	0.087363146	4.4980173	0.09172086	4.0883203	0.093087114	4.1532645	0.07726324	3.0330596	0.07700425	3.0343473
WM04_S4_MAGScoT_cleanbin_000007	0.08430245	3.5835283	0.08507179	3.5958755	0.06241646	4.3356905	0.06347605	4.3609357	0.020075077	1.0302593	0.021099428	1.0759561	0.2766793	14.873639	0.27701572	14.828665	0.33155438	18.311033	0.32848877	18.156286	0.18358736	9.019484	0.18405882	9.064284	0.057629332	3.9578924	0.057575747	3.9529948	0.00778694	0.40056852	0.008276497	0.42519712	0	0	0	0	0.091257654	4.778496	0.090489544	4.7511997	0.010254635	0.7077032	0.010953165	0.76061034	0.2598665	16.818205	0.25644687	16.638992	0.01428013	0.7953502	0.0145740425	0.8132364	0.009840017	0.62091917	0.010096393	0.6389515	0.28637984	19.707176	0.28605747	19.71807	0.016416544	0.8893829	0.016772572	0.91906893	0.086414486	4.443844	0.087678425	4.5142493	0.09505766	4.2370534	0.09575045	4.2720942	0.0794383	3.1184442	0.08012335	3.1572552
WM16_S11_MAGScoT_cleanbin_000006	0.09521304	4.0473156	0.09607099	4.060798	0.08532581	5.9270625	0.08704293	5.9800296	0	0	0	0	0.1863639	10.018493	0.18562487	9.936508	0.34775499	19.205757	0.34337863	18.979282	0.1311106	6.4413466	0.12993768	6.3989983	0.31431317	21.586536	0.31353366	21.526373	0.4484952	23.071074	0.44439077	22.83015	0.12268017	6.0832543	0.12246078	6.080987	0.38682178	20.255024	0.38268712	20.093184	0.14075401	9.713858	0.13895418	9.649265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WM11_S6_MAGScoT_cleanbin_000027	0	0	0.017881054	0.7558093	0.0047010514	0.32655331	0.013539634	0.9302009	0	0	0.008468082	0.4318261	0.043776616	2.3533297	0.055135634	2.9514132	0.34233794	18.906586	0.33847755	18.70839	1.1284038	55.437477	1.1110202	54.71405	1.9103018	131.19655	1.8715359	128.49458	0.9538664	49.06791	0.9422601	48.407707	1.9601595	97.19704	1.9325905	95.96588	2.569694	134.55606	2.5072234	131.64304	2.8641129	197.66103	2.7707438	192.40617	0.57628775	37.296555	0.56172127	36.446053	2.2419415	124.86782	2.207276	123.16674	3.8074958	240.25845	3.7078276	234.65034	2.5618153	176.29085	2.5124857	173.18677	0.81904536	44.372612	0.78944725	43.258507	0.29419023	15.128659	0.2955941	15.219086	0.36715534	16.365402	0.3674346	16.393814	0.30067962	11.803533	0.3006564	11.847345
WM17_S12_MAGScoT_cleanbin_000008	0.010791659	0.45873183	0.011322975	0.47860765	0.01576178	1.0948745	0.016133197	1.108384	0	0	0	0	0.01160123	0.62365526	0.012032371	0.6440934	0.011629959	0.64229757	0.011760904	0.65005076	0.032937396	1.6181849	0.033106033	1.630362	0.019299125	1.3254337	0.019524965	1.3405313	0.032118276	1.6521986	0.031935398	1.6406504	0.080709115	4.002065	0.08046249	3.9954941	0.013804163	0.72282296	0.013813473	0.7252835	0.011299346	0.7798017	0.011514571	0.79959553	0.264784	17.136457	0.25803232	16.741861	0.06814464	3.7954032	0.068069585	3.7983053	0.046250984	2.9185033	0.045665078	2.8899202	0.019307872	1.3286678	0.019269552	1.328259	0.1143238	6.1936083	0.110808566	6.071861	0.37085462	19.071106	0.36535826	18.810995	0.2640554	11.769876	0.26064354	11.629124	0.12949063	5.0833073	0.12708652	5.0078354
WM05_S5_MAGScoT_cleanbin_000009	0.040625546	1.7269106	0.030514356	1.2898028	0.06048731	4.201684	0.0476939	3.2766695	0.012099771	0.62096405	0.010435609	0.5321593	0.23224951	12.485196	0.16783132	8.984018	0.4872107	26.907597	0.3366579	18.607813	0.12796699	6.286904	0.101046786	4.976218	0.13164684	9.0413	0.09936364	6.822038	0.11518585	5.9252834	0.08575827	4.405749	1.1134359	55.21115	0.83518726	41.472565	0.17108612	8.958528	0.124206215	6.5215106	0.56950945	39.303555	0.38550922	26.770555	0.08328399	5.390026	0.057036225	3.7006702	0.025419766	1.4157865	0.021339852	1.190771	0.023247486	1.4669496	0.018346772	1.1610777	0.019650012	1.352212	0.016421149	1.1319171	0.078243904	4.2389426	0.05382895	2.9496083	0.13380751	6.8810186	0.09556751	4.92043	0.085588254	3.8149688	0.06159183	2.7480402	0.078165874	3.0684936	0.05250768	2.0690618
WM24_S19_MAGScoT_cleanbin_000010	0.018499441	0.7863742	0.015757743	0.6660597	0.027436066	1.9058158	0.023780804	1.6337905	0.16173385	8.300232	0.12750593	6.5021095	0.0211993	1.1396253	0.017515613	0.9376117	0.011851415	0.65452814	0.009801402	0.5417447	0.0151094925	0.7423159	0.013311899	0.65556675	0.0061819917	0.42456952	0.005476374	0.37599304	0.01011968	0.52056724	0.008675456	0.44569322	0.0073378617	0.36385733	0.0067183506	0.3336105	0.00687466	0.3599756	0.006052298	0.317779	0.022744492	1.5696656	0.01812124	1.2583764	0.29490423	19.085798	0.22269902	14.449338	0.12879781	7.17356	0.10999875	6.1379666	0.10141659	6.399532	0.081414536	5.1523294	0.24168044	16.631195	0.20052505	13.822282	0.22529003	12.205316	0.1690325	9.262296	0.3090627	15.893473	0.2461182	12.67175	0.5364487	23.911404	0.42928964	19.1536	0.5770703	22.653576	0.43279096	17.0541
WM11_S6_MAGScoT_cleanbin_000015	0.23531461	10.002752	0.20090355	8.491937	0.16947857	11.77264	0.15055409	10.343377	0.008619966	0.44237933	0.008344918	0.42554542	0.39699936	21.341766	0.33592826	17.982256	0.27413797	15.140049	0.22542772	12.459879	0.38240686	18.787308	0.33907393	16.698263	0.62962794	43.241863	0.54375285	37.332596	0.38131836	19.615425	0.32747427	16.823675	0.6672065	33.084297	0.5801254	28.807058	0.31167847	16.320318	0.26404214	13.863668	0.41573682	28.691246	0.33812302	23.479961	0.059834808	3.8724267	0.046878397	3.041602	0.22751243	12.6715975	0.20314226	11.335406	0.12364868	7.802409	0.1056476	6.6859217	0.1558421	10.724246	0.1356294	9.348995	0.4610873	24.979872	0.36840028	20.186842	0.062320687	3.2048259	0.05012795	2.5809095	0.079509065	3.5439982	0.06596933	2.9433513	0.13260224	5.205457	0.10556451	4.1597624
WM19_S14_MAGScoT_cleanbin_000007	0.030164732	1.2822422	0.029776037	1.2585951	0.023262337	1.6158924	0.023207791	1.5944233	0.027800871	1.4267493	0.024657039	1.2573749	0.10977214	5.9010963	0.104640186	5.601394	0.11336399	6.2608485	0.10519768	5.814504	0.116787404	5.7376614	0.112905726	5.5602317	0.16398202	11.262029	0.15593597	10.706142	0.08112216	4.173011	0.077686705	3.9910798	0.18766269	9.305496	0.17893669	8.885389	0.14116271	7.391658	0.13338585	7.003492	0.16311441	11.257015	0.15025088	10.433732	0.081449	5.271268	0.07392065	4.7961793	0.41867363	23.318567	0.40233412	22.450378	0.2748616	17.34416	0.2575682	16.300238	0.40160546	27.636408	0.3806721	26.239899	0.3352456	18.16227	0.3073125	16.83948	0.077090584	3.9643643	0.07263493	3.7397137	0.13227123	5.895793	0.12501295	5.577698	0.1667864	6.547397	0.15295032	6.0269966
WM04_S4_MAGScoT_cleanbin_000013	0.0835539	3.551709	0.084361345	3.5658464	0.09331176	6.4817977	0.094594054	6.4988074	0.749848	38.482433	0.7482731	38.157856	0.1532492	8.238322	0.15434104	8.261884	0.14102188	7.7883344	0.14032997	7.7563424	0.16472745	8.092913	0.1650714	8.129217	0.14392135	9.884293	0.14306349	9.822351	0.13686979	7.040728	0.13749012	7.063423	0.23483165	11.644429	0.23420921	11.630035	0.08152513	4.2688746	0.08206944	4.3090982	0.15986143	11.032517	0.15793853	10.967578	0.19833945	12.836258	0.19545363	12.68158	0.23817639	13.265541	0.23685284	13.216467	0.20790508	13.119109	0.20559536	13.011128	0.31453457	21.644638	0.31213745	21.515776	0.23495936	12.729161	0.23049341	12.630106	0.2149362	11.0530405	0.21410663	11.023587	0.19829068	8.838511	0.19739379	8.807112	0.40276262	15.810922	0.39824617	15.692864
WM24_S19_MAGScoT_cleanbin_000032	0	0	0	0	0.18410371	12.78856	0.15682001	10.77386	0	0	0	0	0.00820979	0.44133928	0.006631927	0.3550074	0.0054175765	0.29920104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006375423	0.31613356	0.0055099954	0.27360767	0.052641757	2.7564633	0.04234769	2.2234871	0.014916974	1.0294652	0.011948898	0.82975614	0	0	0	0	0	0	0	0	0.04553315	2.8732073	0.03760161	2.3796227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3579367	14.051228	0.29376656	11.575851
WM24_S19_MAGScoT_cleanbin_000029	0	0	0	0	0.031253457	2.1709867	0.02543002	1.7470951	0	0	0	0	0.007129201	0.38324934	0	0	0	0	0	0	0	0	0	0	0.00786743	0.5403228	0.0063985465	0.4393069	0	0	0	0	0	0	0	0	0.011494189	0.6018665	0.0087639885	0.46015772	0.05295234	3.6544003	0.038402155	2.666725	0.014148702	0.91568464	0.009557851	0.62014014	0.20210348	11.256413	0.16439706	9.17341	0.0425337	2.6839373	0.032153066	2.0348108	0.015934475	1.0965279	0.012542072	0.8645306	0.7040392	38.142036	0.49868387	27.325855	0.12513044	6.434803	0.093809634	4.829924	0.035784308	1.5950322	0.026766432	1.1942369	0.6752805	26.508934	0.47337022	18.653122
WM21_S16_MAGScoT_cleanbin_000037	0.0073307627	0.31161603	0.0074363328	0.3143243	0.011396696	0.7916588	0.011840041	0.8134353	0	0	0	0	0.0073991087	0.39775893	0.007934678	0.4247437	0.0077680848	0.4290146	0.007817173	0.43207213	0.022064222	1.0839955	0.021874992	1.0772706	0.013137877	0.90228885	0.012928376	0.8876273	0.021425957	1.1021743	0.021560326	1.1076411	0.051089358	2.5333316	0.0510462	2.534781	0.008819734	0.4618249	0.008908733	0.46775758	0.007474215	0.515818	0.007594087	0.5273491	0.17212342	11.139591	0.16767152	10.878999	0.0510511	2.8433568	0.05014243	2.7979643	0.032021258	2.0205872	0.03156074	1.9973255	0.01275595	0.8777984	0.012919564	0.8905513	0.11081718	6.0036325	0.10799865	5.9178877	0.2876157	14.790567	0.2845352	14.649704	0.20142606	8.978266	0.19906905	8.881857	0.095402606	3.7451417	0.09361168	3.688762
WM18_S13_MAGScoT_cleanbin_000008	0.0065540425	0.2785992	0.007157355	0.30253226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17169891	11.792013	0.16903803	11.605694	1.2036016	61.914555	1.1820698	60.7277	0.042731475	2.1188953	0.042624757	2.1166008	0.02212971	1.1587709	0.022062812	1.1584191	0.06510478	4.4930763	0.06378717	4.4295125	0.010734637	0.694731	0.010808176	0.7012648	0.3746164	20.864744	0.3684021	20.556961	0	0	0	0	0	0	0	0	0.024836887	1.3455634	0.024805622	1.3592476	0	0	0	0	0	0	0	0	0	0	0	0
WM13_S8_MAGScoT_cleanbin_000018	0.028113531	1.1950499	0.027270637	1.152695	0.020236483	1.4057049	0.020455709	1.4053495	0.025224367	1.2945225	0.023202445	1.1831987	0.10021029	5.387073	0.096430294	5.161918	0.10593164	5.8503757	0.098991975	5.471501	0.110713266	5.439244	0.1063464	5.2372065	0.1537967	10.562517	0.14678922	10.078151	0.08226444	4.2317705	0.077550985	3.9841075	0.17652889	8.753412	0.16788635	8.336666	0.13141757	6.8813763	0.12360684	6.4900403	0.15194152	10.48594	0.14209722	9.867525	0.06641373	4.298206	0.061871644	4.0144057	0.3935963	21.921852	0.3753575	20.945072	0.25414357	16.036823	0.24029174	15.206895	0.37342247	25.696999	0.35432637	24.423876	0.30954635	16.769987	0.2851772	15.626555	0.069351576	3.5663874	0.06574942	3.3852034	0.11829853	5.272981	0.112353235	5.01286	0.14794824	5.807883	0.13818824	5.4452987
WM01_S1_MAGScoT_cleanbin_000035	0.1286836	5.470082	0.1287094	5.4403815	0	0	0	0	0	0	0	0	0.07299229	3.9238966	0.072959036	3.905501	0	0	0	0	0.019533364	0.9596567	0.019743782	0.97231567	0.056770626	3.898918	0.05680432	3.900031	0.2602802	13.3890915	0.2594932	13.331214	0.12523548	6.209963	0.124832675	6.1987667	0.009089862	0.47596952	0.009691165	0.50883955	0.18414204	12.708195	0.1818688	12.629345	0.11414978	7.387617	0.1121691	7.277846	0.1877162	10.455095	0.18605185	10.381755	0.18842074	11.88962	0.18595153	11.767967	0.057933968	3.9867156	0.05811442	4.005853	0.2627116	14.232668	0.2577029	14.121074	0.059778385	3.0740888	0.060010742	3.0897393	0.04995649	2.226736	0.050644472	2.2596025	0	0	0.0067026056	0.26411572
WM05_S5_MAGScoT_cleanbin_000032	0.06300565	2.6782439	0.061693586	2.607709	0.2591782	18.003525	0.2484827	17.071276	1.0634199	54.575047	0.99919367	50.95344	0.10763415	5.7861624	0.10369854	5.5509877	0.13562196	7.490109	0.1261348	6.971744	0.089124694	4.378617	0.0858612	4.228379	0.0849389	5.8334713	0.08137847	5.587226	0.089311466	4.5942774	0.08492323	4.3628497	0.12118427	6.0090775	0.11621412	5.7707987	0.190438	9.971844	0.17871748	9.383653	0.15121318	10.435676	0.14069931	9.770451	0.8205797	53.106796	0.7463184	48.423233	0.94244313	52.49058	0.89038324	49.683685	1.3295631	83.89735	1.2387699	78.395706	1.0150403	69.84981	0.9518149	65.60903	0.6200814	33.59354	0.56366706	30.886671	0.61964583	31.865135	0.57534075	29.622244	0.85095197	37.929916	0.79351807	35.404366	0.71202195	27.951262	0.65011346	25.617676
WM19_S14_MAGScoT_cleanbin_000020	0.09236517	3.926258	0.09960931	4.210358	0.054280616	3.7705426	0.059732944	4.1037765	0	0	0.010882711	0.5549591	0.12764068	6.8616676	0.1353353	7.244505	5.992696	330.96365	5.922081	327.32626	2.0068398	98.59425	2.0044265	98.711334	0.7876679	54.0958	0.7866463	54.009007	2.1641364	111.32549	2.1554377	110.73354	0.17133063	8.49565	0.17567638	8.723492	1.0958816	57.383293	1.0890707	57.182213	1.8974733	130.95033	1.8738698	130.12538	0.088507906	5.7281103	0.091536514	5.939146	0.054574396	3.039591	0.057096332	3.1859944	0.41110095	25.94106	0.40964594	25.924496	0.1230169	8.465385	0.12645912	8.716884	0.6268892	33.962357	0.6188237	33.90903	0.13368767	6.8748555	0.13768522	7.088921	0.09064263	4.0402603	0.09597946	4.282312	0.11809989	4.6361504	0.12281037	4.8393345
WM16_S11_MAGScoT_cleanbin_000016	0	0	0	0	0	0	0	0	0.020375758	1.0456903	0.018289454	0.9326627	0.008482055	0.45597565	0.008291858	0.44386357	0	0	0	0	0	0	0	0	0	0	0	0	0.05583276	2.872097	0.053707175	2.7591546	0.011379734	0.5642787	0.011085908	0.5504886	0.17311671	9.064855	0.16433269	8.628372	0.508293	35.078823	0.47783747	33.182022	0.042565897	2.7548065	0.038588762	2.5037472	0.011466909	0.6386643	0.010954644	0.61127275	0.0060451413	0.38145706	0.00562391	0.35590988	0	0	0	0	0	0	0	0	0.007071156	0.36363247	0.006539421	0.3366915	0	0	0	0	0	0	0	0
WM14_S9_MAGScoT_cleanbin_000031	0.17036615	7.241924	0.17185375	7.264038	0.03210812	2.230355	0.034257676	2.353573	0.007935356	0.40724498	0.009793675	0.49942416	0.04023566	2.162976	0.042056687	2.2512965	0.035386853	1.9543396	0.03721763	2.0570989	0.07412023	3.641461	0.07532053	3.7092855	0.15751132	10.817631	0.15499292	10.641396	0.029504899	1.5177635	0.030169396	1.5499238	0.15987614	7.9276643	0.15701526	7.796845	0.21907638	11.471426	0.21343295	11.206407	0.3494575	24.117111	0.339165	23.552319	0.24288884	15.719433	0.23761241	15.416961	0.8130296	45.28273	0.8059303	44.971184	0.7119352	44.924133	0.6917084	43.774853	0.83242637	57.283264	0.8124915	56.005405	0.8335287	45.15726	0.80239165	43.967808	0.088942625	4.5738525	0.087543145	4.5072846	0.16459984	7.3367925	0.16241133	7.2463	0.2785815	10.936046	0.27236342	10.732462
WM03_S3_MAGScoT_cleanbin_000028	0.039029025	1.6590456	0.038035408	1.6077081	0.042760693	2.970324	0.04180303	2.8719544	0.89388174	45.87429	0.861714	43.94273	0.045291785	2.4347816	0.043527257	2.3300161	0.028674405	1.5836257	0.027219864	1.5045009	0.042955875	2.110384	0.041983124	2.0675292	0.038565557	2.6486223	0.037242368	2.5569603	0.03247481	1.670539	0.031393524	1.6128123	0.015703805	0.7786933	0.015315266	0.7605041	0.0133890975	0.701089	0.012682548	0.6659037	0.014181729	0.9787237	0.01340819	0.9310923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057246163	0.294387	0.0057074893	0.2938583	0	0	0	0	0	0	0	0
WM16_S11_MAGScoT_cleanbin_000025	0.04957194	2.1072037	0.049209744	2.080033	0.22899516	15.906895	0.21957806	15.085466	1.3909574	71.38437	1.2896357	65.764404	0.09841361	5.290488	0.09552043	5.1132135	0.10830948	5.981699	0.10049105	5.554358	0.082220174	4.039404	0.07909574	3.8952022	0.09236429	6.343435	0.08874675	6.0931115	0.08464834	4.3544016	0.080977775	4.160156	0.13576652	6.732158	0.12998131	6.454431	0.20310573	10.6351595	0.18974735	9.962782	0.16735518	11.549684	0.15322329	10.640142	0.80346984	51.999466	0.7232335	46.92542	1.0043927	55.940952	0.9499226	53.005997	1.4789511	93.32393	1.3651875	86.39607	1.0733278	73.860855	1.0010161	69.00049	0.6920368	37.491795	0.62305033	34.140636	0.57203215	29.416615	0.52693313	27.12991	0.8210152	36.595528	0.76095164	33.95135	0.7021684	27.56445	0.6360277	25.062628
WM24_S19_MAGScoT_cleanbin_000026	0.09078052	3.858898	0.091611005	3.87228	0	0	0.004995307	0.3431879	0	0	0	0	0.16677845	8.965623	0.16670068	8.923495	0.016175542	0.89334035	0.017052948	0.9425535	0.017614044	0.8653623	0.018311277	0.90176946	0.031530596	2.165472	0.0318657	2.1878128	0.00637275	0.32782108	0.0069316234	0.3561055	0.0672549	3.334921	0.067124	3.3331501	0.019643677	1.0285956	0.020202817	1.0607593	0.030520454	2.1063082	0.030892987	2.1452727	0.06715711	4.346316	0.066924214	4.342231	0.42261514	23.538095	0.4170012	23.268806	0.09023842	5.694174	0.08958055	5.669117	0.9709207	66.81373	0.9632262	66.395615	0.16765594	9.082931	0.16459118	9.0189295	0.020645302	1.0616796	0.021046732	1.0836211	0.063426524	2.827143	0.06381983	2.8474472	0.16033219	6.294029	0.16006744	6.307447
WM24_S19_MAGScoT_cleanbin_000007	0	0	0	0	0	0	0	0	0.8901506	45.68281	0.8911943	45.446064	0	0	0	0	0	0	0	0	0.022580564	1.109363	0.023460526	1.1553528	0.021505656	1.4769748	0.02230477	1.5313852	0	0	0	0	0.009700009	0.48098743	0.010488511	0.52082384	0.023738857	1.2430302	0.02439745	1.2810006	0.012518301	0.86392546	0.013244362	0.9197158	0.020701708	1.3397863	0.021058882	1.3663592	0.012047716	0.67101306	0.012573449	0.70160264	0.22847095	14.416844	0.2264091	14.328329	0.34255725	23.573013	0.3417409	23.556355	0.31979704	17.325329	0.31344688	17.17562	0.15182842	7.8077397	0.1527787	7.866031	0.3190483	14.221103	0.3183309	14.202959	0.54676235	21.463802	0.54062957	21.30347
WM18_S13_MAGScoT_cleanbin_000020	0.33134884	14.084975	0.2902242	12.267405	0.09180649	6.377236	0.08249676	5.667698	0	0	0.007796818	0.39759532	0.13713431	7.3720236	0.120576456	6.454464	0.40048862	22.118124	0.34341416	18.981245	0.11623035	5.710294	0.10592751	5.216578	0.754164	51.794804	0.66951436	45.967045	0.28734586	14.781379	0.2514951	12.92032	0.35924795	17.813772	0.32029566	15.904796	0.078931615	4.133071	0.067685	3.5538359	0.12322802	8.504335	0.10457753	7.2620792	0.08177956	5.292661	0.06650161	4.314811	0.23837298	13.27649	0.21630514	12.0699	0.056240603	3.548863	0.049167212	3.1115534	0.027000353	1.8580242	0.024148904	1.6645948	0.06580071	3.5648203	0.05476214	3.0007434	0.1217722	6.2621055	0.102637246	5.284426	0.3063061	13.653138	0.2637459	11.767541	0.10360558	4.067159	0.0848954	3.3452976
WM24_S19_MAGScoT_cleanbin_000016	0	0	0	0	0.05401691	3.7522247	0.04870826	3.3463583	0	0	0	0	0.08317346	4.4712124	0.07222411	3.8661604	0.009379395	0.51800376	0.008050242	0.44495437	0.03838891	1.886013	0.034330755	1.6906755	0.017941497	1.232194	0.015875671	1.0899806	0.031232046	1.6066098	0.027704548	1.4232945	0.07078217	3.509825	0.06278408	3.1176445	0.010334307	0.54113203	0.008909244	0.46778446	0.011170132	0.77088434	0.009576833	0.66503507	0.052198898	3.3782413	0.039175715	2.5418303	0.010318258	0.5746887	0.00965368	0.5386786	0.13653779	8.61573	0.11940142	7.556334	0.011264196	0.77514356	0.010217022	0.70426387	0.025130184	1.3614532	0.0204231	1.1191031	0.09271313	4.7677503	0.07592626	3.9091725	0.06596294	2.9401999	0.056398183	2.5163157	2.2586005	88.66403	1.8881968	74.40427
WM02_S2_MAGScoT_cleanbin_000041	0.028394178	1.2069796	0.025460389	1.0761781	0.40818527	28.354136	0.38200623	26.244617	0	0	0	0	0.21100505	11.3431425	0.18638788	9.977352	0.077256344	4.2667017	0.06974224	3.854805	0.05603131	2.7527683	0.052495215	2.5852149	0.030098395	2.0671108	0.027707912	1.9023502	0.017790083	0.91514087	0.016036058	0.8238371	0.057246637	2.838648	0.053145304	2.6390154	0.04374126	2.2904096	0.038649946	2.0293353	0.031770516	2.1925788	0.027506636	1.9101176	0.10239727	6.627011	0.091504656	5.9370785	0.027380459	1.5249898	0.026076917	1.4551007	0.07549721	4.7639823	0.06963475	4.406844	0.017031197	1.1719987	0.016134897	1.1121856	0.1792639	9.711803	0.15953164	8.741687	0.046956077	2.4147046	0.042278	2.1767435	0.060601447	2.701219	0.05551988	2.4771283	0	0	0	0
